fecha,año,producto,mes,almacén,ciudad,cantidad,cliente,id_cliente
2023-12-29,2023,Butifarra,12,Almacén Central,Bucaramanga,6,Nico Cortes,8319
2020-10-25,2020,Jamón,10,Sucursal Oeste,Cartagena,5,Marcela García,8841
2025-06-27,2025,Morcilla,6,Almacén Central,Cúcuta,7,Vanesa Peña-Soto,4237
2022-08-13,2022,Longaniza,8,Sucursal Oeste,Bogotá,5,Vanesa Lorenzo,2918
2025-09-21,2025,Morcilla,9,Sucursal Sur,Cúcuta,3,Josefina Santiago,6361
2022-10-26,2022,Jamón,10,Sucursal Sur,Bogotá,9,Eduardo Soto,1557
2020-08-25,2020,Morcilla,8,Sucursal Norte,Barranquilla,2,Nico Guerrero,4351
2024-08-28,2024,Tocineta,8,Almacén Central,Barranquilla,3,Romina Muñoz,8255
2023-03-24,2023,Salchichón,3,Sucursal Oeste,Medellín,9,Paloma Marín,3940
2021-05-01,2021,Butifarra,5,Sucursal Oeste,Bucaramanga,8,Zacarías Torres,2236
2023-09-11,2023,Salchichón,9,Almacén Central,Cartagena,9,Karla Esteban,2584
2021-05-23,2021,Morcilla,5,Sucursal Este,Medellín,3,Jesús Jiménez,10087
2021-06-24,2021,Chorizo,6,Sucursal Este,Cartagena,6,Bruno García,1050
2023-04-14,2023,Salchichón,4,Sucursal Oeste,Bogotá,2,Alicia Vega,5821
2020-11-11,2020,Salchichón,11,Sucursal Oeste,Medellín,9,Guillermo Mendoza,7735
2023-01-07,2023,Chorizo,1,Sucursal Norte,Bogotá,6,Paco Ortega-Acosta,4542
2021-03-24,2021,Morcilla,3,Almacén Central,Medellín,2,Héctor Jiménez,6668
2024-03-21,2024,Longaniza,3,Sucursal Este,Medellín,7,Joaquín Cardona,7867
2022-04-22,2022,Butifarra,4,Sucursal Este,Medellín,10,Agustina Pastor,1036
2020-06-04,2020,Jamón,6,Sucursal Sur,Bogotá,5,Samuel Rojas,4179
2022-10-29,2022,Jamón,10,Almacén Central,Bucaramanga,8,Dalia Mendez-Contreras,6206
2020-01-22,2020,Salchichón,1,Sucursal Norte,Barranquilla,2,Agustina Contreras-González,7521
2020-07-16,2020,Morcilla,7,Sucursal Norte,Cali,10,Jacqueline Benítez,1636
2024-07-19,2024,Tocineta,7,Sucursal Oeste,Barranquilla,5,Alejandro Guerrero,4039
2022-11-16,2022,Morcilla,11,Sucursal Sur,Cali,3,Emma Iglesias-Méndez,4474
2020-08-03,2020,Tocineta,8,Sucursal Sur,Bucaramanga,4,Jimena Sánchez,2940
2024-09-06,2024,Butifarra,9,Sucursal Oeste,Bogotá,8,Óscar Peralta,9894
2021-03-28,2021,Salchichón,3,Almacén Central,Cúcuta,3,Ricardo Guerrero,4512
2020-01-28,2020,Chorizo,1,Sucursal Sur,Barranquilla,5,Marina Álvarez,7330
2021-09-26,2021,Chorizo,9,Sucursal Este,Cartagena,9,Isabel Vega,7971
2025-12-07,2025,Chorizo,12,Sucursal Este,Barranquilla,3,Raúl Guerrero,4670
2020-11-11,2020,Tocineta,11,Almacén Central,Bucaramanga,9,Andrea Aguilar,7139
2023-11-02,2023,Longaniza,11,Sucursal Este,Cúcuta,10,Cristina Lara-Castro,3466
2023-06-26,2023,Morcilla,6,Sucursal Este,Pereira,4,Valeria Moreno,8671
2022-05-24,2022,Tocineta,5,Sucursal Sur,Barranquilla,8,Armando Sierra,5741
2023-09-05,2023,Tocineta,9,Sucursal Este,Barranquilla,3,Daniel Carrasco,8177
2025-06-11,2025,Longaniza,6,Sucursal Oeste,Cali,6,Gema Pardo,6899
2025-09-09,2025,Morcilla,9,Almacén Central,Bogotá,8,Eugenia Moreno,3512
2023-09-15,2023,Jamón,9,Sucursal Norte,Medellín,2,Consuelo Serrano,4174
2023-11-13,2023,Jamón,11,Sucursal Norte,Barranquilla,8,Victoria Vázquez,6069
2022-09-24,2022,Jamón,9,Almacén Central,Barranquilla,2,Fernando Rojas-Salazar,10761
2020-02-15,2020,Morcilla,2,Sucursal Oeste,Barranquilla,5,Esteban Ortega,5892
2021-12-25,2021,Tocineta,12,Sucursal Norte,Barranquilla,1,Esteban Lara,5107
2022-04-29,2022,Tocineta,4,Sucursal Norte,Cúcuta,9,Marina Miranda-Ibañez,4247
2023-12-01,2023,Jamón,12,Almacén Central,Barranquilla,4,Jana Hidalgo,6814
2023-07-20,2023,Jamón,7,Sucursal Sur,Pereira,7,Jana Lorenzo-Escobar,3474
2021-05-11,2021,Morcilla,5,Sucursal Oeste,Bogotá,7,Paula Miranda-Torres,1857
2020-03-20,2020,Chorizo,3,Sucursal Norte,Barranquilla,4,Patricia Mendoza-Sanz,9989
2020-11-28,2020,Butifarra,11,Sucursal Oeste,Bogotá,9,José Vázquez,4283
2025-04-17,2025,Salchichón,4,Sucursal Sur,Bogotá,2,Isaac Lozano,6249
2024-10-30,2024,Butifarra,10,Sucursal Oeste,Medellín,5,Rodrigo Romero,9284
2025-12-03,2025,Jamón,12,Sucursal Oeste,Cúcuta,3,Jana Ferrer-Blanco,5673
2021-05-31,2021,Jamón,5,Almacén Central,Medellín,8,Jana Rubio,6697
2020-06-26,2020,Jamón,6,Sucursal Este,Bogotá,9,Cristian Bravo,7486
2021-06-04,2021,Salchichón,6,Sucursal Este,Bucaramanga,3,Mario Ferrer,2420
2023-08-05,2023,Tocineta,8,Sucursal Norte,Barranquilla,8,Samuel Alonso,3398
2024-11-10,2024,Morcilla,11,Sucursal Este,Cali,8,Sergio Peña,6578
2021-06-21,2021,Salchichón,6,Sucursal Este,Bucaramanga,6,Diego Fuentes,6532
2021-09-04,2021,Salchichón,9,Sucursal Sur,Bogotá,7,Alfredo Lozano-Iglesias,8110
2023-04-16,2023,Tocineta,4,Sucursal Oeste,Cúcuta,2,Francisco Cortés,9963
2022-06-05,2022,Jamón,6,Sucursal Este,Pereira,8,Teresa Fuentes,3540
2020-10-28,2020,Butifarra,10,Sucursal Este,Medellín,1,Victor Gutiérrez-Álvarez,9503
2022-05-06,2022,Longaniza,5,Almacén Central,Bucaramanga,4,Carolina Contreras,10507
2021-07-09,2021,Butifarra,7,Sucursal Este,Cartagena,2,Maximiliano Peña,4697
2023-12-03,2023,Butifarra,12,Almacén Central,Pereira,2,Alejandro Jiménez,7924
2022-11-30,2022,Morcilla,11,Sucursal Norte,Medellín,3,Paloma Mendoza,7441
2025-06-07,2025,Morcilla,6,Almacén Central,Bogotá,5,Joaquín Guerrero,1025
2020-09-07,2020,Salchichón,9,Sucursal Oeste,Barranquilla,2,Magdalena Vega,6937
2023-05-20,2023,Longaniza,5,Sucursal Oeste,Bogotá,9,José Ramos-Muñoz,1839
2020-04-15,2020,Jamón,4,Almacén Central,Medellín,1,Yolanda Guerrero,8746
2022-11-07,2022,Jamón,11,Sucursal Oeste,Pereira,6,Sergio Benítez,3936
2022-09-12,2022,Butifarra,9,Sucursal Oeste,Barranquilla,6,Benjamín Hernández-Mendez,5994
2020-05-10,2020,Chorizo,5,Almacén Central,Bucaramanga,4,Eduardo Castro,9348
2025-02-25,2025,Longaniza,2,Sucursal Sur,Bucaramanga,4,Florencia Ramírez,1831
2023-05-05,2023,Longaniza,5,Sucursal Este,Medellín,6,Andrés Torres,4069
2024-08-22,2024,Morcilla,8,Sucursal Este,Pereira,8,Leo Peña-Suárez,2092
2025-11-06,2025,Tocineta,11,Sucursal Oeste,Cúcuta,7,Carlos Ortega,8358
2023-02-15,2023,Jamón,2,Sucursal Oeste,Barranquilla,5,Álvaro Aguilar,7622
2020-03-14,2020,Salchichón,3,Sucursal Oeste,Bucaramanga,6,Ramón Vidal,3519
2024-08-03,2024,Butifarra,8,Sucursal Oeste,Barranquilla,6,Adriana Pascual,1073
2020-12-28,2020,Tocineta,12,Almacén Central,Bucaramanga,9,Blas Sanz,3071
2024-06-12,2024,Salchichón,6,Sucursal Este,Bucaramanga,6,Tania Rubio-Cortes,7060
2023-09-22,2023,Jamón,9,Sucursal Este,Cartagena,5,Camilo Blanco-Suárez,6949
2021-12-11,2021,Longaniza,12,Sucursal Norte,Bogotá,8,Yago Pardo,1250
2024-06-07,2024,Longaniza,6,Sucursal Norte,Bogotá,1,Rina Medina,6339
2020-06-20,2020,Salchichón,6,Sucursal Sur,Cúcuta,5,Sandra Jiménez,1015
2020-08-30,2020,Butifarra,8,Sucursal Este,Bogotá,10,Laura González,2836
2024-08-14,2024,Longaniza,8,Sucursal Sur,Cali,8,Fernanda Ramos,2983
2021-12-25,2021,Jamón,12,Sucursal Oeste,Pereira,4,Paulina León-Santiago,1214
2025-06-03,2025,Salchichón,6,Almacén Central,Barranquilla,2,Nadia Gutiérrez,1617
2023-03-15,2023,Morcilla,3,Sucursal Este,Medellín,8,Teodoro Sánchez,8633
2023-12-21,2023,Jamón,12,Sucursal Oeste,Barranquilla,2,Mauricio Hidalgo,9696
2025-06-10,2025,Morcilla,6,Sucursal Este,Cartagena,2,Alba Guillén,1584
2023-12-03,2023,Morcilla,12,Sucursal Oeste,Pereira,4,Nicolás Sierra,8139
2025-08-25,2025,Jamón,8,Almacén Central,Cartagena,3,Germán Pascual,2729
2020-09-02,2020,Jamón,9,Almacén Central,Pereira,9,Martina Blanco,8175
2021-07-15,2021,Jamón,7,Sucursal Norte,Barranquilla,5,Marco Serrano,8007
2024-04-08,2024,Butifarra,4,Almacén Central,Medellín,3,Daniela Cruz,8003
2020-08-16,2020,Chorizo,8,Almacén Central,Cúcuta,8,Inés Cortes,5376
2025-01-11,2025,Butifarra,1,Almacén Central,Cartagena,2,Germán Ortiz-Rojas,3526
2025-01-12,2025,Jamón,1,Sucursal Sur,Bucaramanga,3,Roberto Vázquez-Reyes,7272
2021-09-20,2021,Morcilla,9,Sucursal Este,Barranquilla,2,Mireia Sánchez,7928
2023-10-21,2023,Chorizo,10,Sucursal Norte,Bogotá,5,Jonatan Cano,8298
2025-03-30,2025,Longaniza,3,Sucursal Norte,Bogotá,8,Paulina Martín,5019
2024-08-21,2024,Butifarra,8,Sucursal Sur,Bogotá,4,Marina Aguilar,10878
2021-11-26,2021,Longaniza,11,Sucursal Oeste,Cartagena,9,Mireia Marín,1365
2020-02-29,2020,Jamón,2,Sucursal Sur,Cúcuta,8,Elena Zamora,5935
2025-07-05,2025,Jamón,7,Sucursal Sur,Medellín,7,Lucía Hidalgo-Vega,3408
2022-08-12,2022,Tocineta,8,Sucursal Sur,Pereira,1,Jimena Romero,1736
2021-08-10,2021,Chorizo,8,Almacén Central,Pereira,8,Olivia Guerrero,7597
2023-05-22,2023,Chorizo,5,Almacén Central,Medellín,10,Karla Esteban,9417
2020-08-11,2020,Salchichón,8,Sucursal Sur,Cartagena,3,Alejandro Pastor,8976
2020-10-30,2020,Longaniza,10,Almacén Central,Bucaramanga,5,Isabella Martín,9990
2021-08-04,2021,Morcilla,8,Almacén Central,Pereira,1,Gema Ibañez,6106
2024-06-07,2024,Jamón,6,Sucursal Norte,Cúcuta,7,Leo Hernández,3348
2023-06-05,2023,Jamón,6,Sucursal Oeste,Bogotá,1,Sandra Morales,2608
2024-10-16,2024,Salchichón,10,Sucursal Oeste,Cali,6,Valentina Méndez-Lozano,9329
2020-03-01,2020,Longaniza,3,Sucursal Norte,Pereira,5,Leonardo Paredes-Calvo,2712
2022-09-28,2022,Salchichón,9,Sucursal Oeste,Medellín,7,Sandra Fernández,6360
2023-09-10,2023,Chorizo,9,Sucursal Sur,Cúcuta,2,Dalia Ortiz,8055
2020-05-27,2020,Longaniza,5,Sucursal Este,Bogotá,8,Zoe Marín-Rodríguez,1750
2020-01-31,2020,Tocineta,1,Sucursal Este,Bucaramanga,6,Gerardo Moreno-Fernández,4830
2025-08-07,2025,Tocineta,8,Sucursal Oeste,Barranquilla,9,Agustina Benítez,4211
2021-04-02,2021,Salchichón,4,Sucursal Este,Cali,4,Rina Castro,8096
2022-04-21,2022,Butifarra,4,Sucursal Este,Medellín,1,Marco Fuentes,9956
2021-03-14,2021,Longaniza,3,Sucursal Sur,Bucaramanga,4,Beatriz Flores-Cortes,9949
2020-09-15,2020,Morcilla,9,Sucursal Sur,Cartagena,10,Armando Blanco-Miranda,1815
2020-08-01,2020,Longaniza,8,Sucursal Norte,Cali,7,Adán Caballero,7189
2022-05-09,2022,Morcilla,5,Sucursal Sur,Barranquilla,8,Samuel Aguilar,8877
2021-08-22,2021,Butifarra,8,Sucursal Oeste,Medellín,7,Uriel Peña,4279
2025-08-01,2025,Salchichón,8,Almacén Central,Cartagena,10,Regina Muñoz,2166
2021-04-14,2021,Morcilla,4,Sucursal Oeste,Cartagena,3,Sergio Vidal,8964
2023-01-21,2023,Chorizo,1,Almacén Central,Cali,7,Vicente Vargas,3413
2025-06-25,2025,Tocineta,6,Sucursal Norte,Pereira,1,Ernesto Salazar,3026
2025-08-29,2025,Longaniza,8,Sucursal Este,Bucaramanga,10,Daniela Molina-Martínez,8721
2023-06-07,2023,Longaniza,6,Sucursal Sur,Medellín,7,Ricardo Moreno-Peralta,9941
2023-09-24,2023,Morcilla,9,Sucursal Oeste,Cúcuta,8,Teresa Medina-Domínguez,1377
2025-01-20,2025,Chorizo,1,Sucursal Oeste,Medellín,10,Elisa Moreno,10424
2024-11-17,2024,Salchichón,11,Almacén Central,Bogotá,6,Marina Castillo,2980
2022-08-27,2022,Jamón,8,Sucursal Oeste,Medellín,10,Mario Herrera-Rojas,3811
2025-05-06,2025,Chorizo,5,Sucursal Oeste,Cartagena,10,Ignacio Pascual,9986
2024-04-22,2024,Jamón,4,Sucursal Sur,Bucaramanga,3,Camilo Gil,2581
2020-01-06,2020,Chorizo,1,Almacén Central,Medellín,9,Ana Molina,4180
2022-03-07,2022,Butifarra,3,Sucursal Sur,Barranquilla,1,Mario León,5641
2022-01-12,2022,Jamón,1,Sucursal Oeste,Bogotá,2,Nico Álvarez-Crespo,5290
2021-05-31,2021,Salchichón,5,Sucursal Oeste,Barranquilla,4,Jonatan Campos-Ruiz,8265
2021-01-12,2021,Jamón,1,Sucursal Este,Bucaramanga,7,Vanesa Acosta,8406
2025-08-24,2025,Tocineta,8,Sucursal Norte,Cali,6,Santiago Montes-Guerrero,2674
2022-12-13,2022,Morcilla,12,Sucursal Norte,Cali,6,Elena Blanco,6579
2023-11-09,2023,Salchichón,11,Sucursal Oeste,Cartagena,3,Magdalena Herrera,9359
2025-01-28,2025,Butifarra,1,Sucursal Este,Pereira,10,Damián Mendez,10165
2023-12-05,2023,Chorizo,12,Sucursal Sur,Barranquilla,7,Bruno García,1050
2020-05-05,2020,Tocineta,5,Almacén Central,Cali,7,Willy Ortiz,2973
2024-02-06,2024,Longaniza,2,Sucursal Este,Pereira,5,Nico Esteban,3911
2022-05-02,2022,Longaniza,5,Almacén Central,Bogotá,9,Blas Pascual,10496
2022-07-20,2022,Longaniza,7,Sucursal Este,Cúcuta,3,Cristina Castillo,3609
2025-02-18,2025,Longaniza,2,Sucursal Oeste,Cali,7,Nicolás Morales-Domínguez,5505
2025-06-26,2025,Salchichón,6,Sucursal Oeste,Bogotá,8,Darío Vidal,8981
2022-07-24,2022,Jamón,7,Sucursal Sur,Bogotá,4,Nadia Gutiérrez,1617
2023-02-27,2023,Longaniza,2,Almacén Central,Pereira,10,Iván Diez,1864
2020-12-17,2020,Morcilla,12,Sucursal Este,Bucaramanga,3,Samuel Guillén,10719
2022-09-17,2022,Longaniza,9,Sucursal Este,Cali,5,Julio Cortés,10589
2020-07-18,2020,Jamón,7,Sucursal Sur,Cartagena,2,Gonzalo Lara,5608
2020-10-09,2020,Salchichón,10,Almacén Central,Pereira,9,Marcela Cruz,1696
2024-03-26,2024,Chorizo,3,Sucursal Este,Cúcuta,2,Alejandra Rojas,4507
2021-07-21,2021,Morcilla,7,Sucursal Sur,Pereira,6,Ernesto Villanueva-Benítez,1774
2021-10-12,2021,Salchichón,10,Sucursal Este,Medellín,4,Gustavo Navarro-Zamora,6323
2021-05-09,2021,Jamón,5,Sucursal Norte,Cali,1,Blas Marín,10484
2023-05-12,2023,Salchichón,5,Sucursal Sur,Bogotá,3,Sofía Hidalgo,9541
2025-03-15,2025,Tocineta,3,Almacén Central,Bucaramanga,3,Damián Hernández,10230
2025-12-30,2025,Chorizo,12,Sucursal Este,Barranquilla,4,Rosa Lozano,2406
2025-06-01,2025,Tocineta,6,Sucursal Oeste,Bogotá,6,Regina Villanueva-Romero,5369
2024-02-20,2024,Longaniza,2,Sucursal Oeste,Cartagena,3,Rubén Crespo,7339
2025-12-07,2025,Butifarra,12,Sucursal Este,Barranquilla,6,Rubén Domínguez-Fernández,3480
2020-06-29,2020,Butifarra,6,Sucursal Oeste,Medellín,2,Diego Herrera,4871
2022-12-29,2022,Butifarra,12,Sucursal Oeste,Cartagena,1,Gerardo León,8005
2025-09-08,2025,Morcilla,9,Sucursal Norte,Cúcuta,3,Hugo Aguilar-Morales,4720
2024-10-04,2024,Butifarra,10,Almacén Central,Cartagena,8,Rina Mendoza-Peña,7015
2020-10-07,2020,Chorizo,10,Almacén Central,Bogotá,1,Luis Sierra,6387
2023-03-28,2023,Butifarra,3,Sucursal Norte,Bucaramanga,8,Josefina Diez,4148
2020-06-25,2020,Salchichón,6,Almacén Central,Barranquilla,6,Antonia Martínez,9010
2020-07-14,2020,Jamón,7,Sucursal Este,Pereira,3,Lucía Álvarez,6707
2021-12-21,2021,Jamón,12,Almacén Central,Pereira,6,Nadia Torres,8562
2021-11-23,2021,Morcilla,11,Sucursal Oeste,Cali,10,Luciana Pérez,9019
2024-07-30,2024,Chorizo,7,Sucursal Este,Pereira,9,Gisela León,6889
2024-03-21,2024,Morcilla,3,Sucursal Este,Cúcuta,8,Juan Villanueva,7129
2021-10-15,2021,Butifarra,10,Sucursal Este,Medellín,4,Tania Pascual,5409
2022-11-23,2022,Longaniza,11,Sucursal Norte,Cartagena,4,Benjamín Álvarez,2358
2025-12-31,2025,Longaniza,12,Almacén Central,Bogotá,8,Elisa Reyes,10458
2022-03-06,2022,Butifarra,3,Almacén Central,Cúcuta,1,Raúl Vázquez-Benítez,3356
2022-02-05,2022,Tocineta,2,Sucursal Este,Cali,4,Verónica Blanco,2599
2022-06-08,2022,Longaniza,6,Almacén Central,Cúcuta,4,Lourdes Rivera,9275
2023-08-13,2023,Tocineta,8,Almacén Central,Cali,8,Guillermo González,7292
2021-11-10,2021,Butifarra,11,Almacén Central,Bogotá,8,Willy González,10045
2020-09-22,2020,Salchichón,9,Sucursal Sur,Bucaramanga,6,Guillermo Ferrer,2906
2024-03-05,2024,Longaniza,3,Sucursal Norte,Cali,7,Eloy Lorenzo,1249
2022-08-22,2022,Tocineta,8,Sucursal Norte,Barranquilla,8,Samuel Fernández,7661
2024-01-04,2024,Longaniza,1,Almacén Central,Cúcuta,4,Jana Montes,2979
2024-05-31,2024,Longaniza,5,Sucursal Sur,Bucaramanga,6,Úrsula Estrada,1722
2022-12-01,2022,Morcilla,12,Almacén Central,Pereira,3,Fernanda Reyes,6209
2025-08-31,2025,Chorizo,8,Sucursal Norte,Pereira,6,Camilo Calvo-Sanz,8458
2020-11-26,2020,Morcilla,11,Sucursal Sur,Medellín,6,Olga Rivera,3703
2025-07-16,2025,Chorizo,7,Sucursal Oeste,Barranquilla,7,Consuelo Díaz-Marín,8559
2021-12-30,2021,Morcilla,12,Sucursal Oeste,Bogotá,5,Ignacio Gutiérrez-Muñoz,2711
2023-09-02,2023,Tocineta,9,Sucursal Oeste,Bucaramanga,2,Laura Morales-Gutiérrez,1535
2025-04-24,2025,Jamón,4,Sucursal Norte,Cali,1,Gerardo Vázquez,10124
2025-10-30,2025,Tocineta,10,Sucursal Oeste,Barranquilla,2,Raúl Guerrero,6987
2022-09-07,2022,Chorizo,9,Sucursal Norte,Cali,4,Valentina Delgado,2082
2022-05-21,2022,Chorizo,5,Sucursal Oeste,Barranquilla,9,Hugo Santos,7381
2023-05-21,2023,Tocineta,5,Sucursal Este,Cúcuta,5,Rafael Mendez,10624
2020-07-07,2020,Salchichón,7,Almacén Central,Cali,9,Valeria Ramos,8756
2021-09-05,2021,Jamón,9,Sucursal Oeste,Barranquilla,5,Ramón Crespo,5122
2025-06-23,2025,Chorizo,6,Sucursal Sur,Cúcuta,8,Fernando Pérez-Jiménez,1094
2023-03-09,2023,Chorizo,3,Sucursal Sur,Barranquilla,1,Nico Pascual,1121
2021-06-29,2021,Longaniza,6,Sucursal Oeste,Bogotá,2,Jana Rodríguez-Serrano,4855
2023-11-21,2023,Jamón,11,Sucursal Este,Cúcuta,4,Santi Pérez,5627
2022-04-14,2022,Butifarra,4,Sucursal Sur,Cali,1,Antonio Peralta,7676
2022-03-28,2022,Chorizo,3,Sucursal Norte,Cartagena,3,Fernando Fuentes,7557
2021-06-10,2021,Morcilla,6,Sucursal Sur,Medellín,4,Israel Ortiz,6914
2020-03-27,2020,Butifarra,3,Sucursal Norte,Cartagena,6,Carlos Lara,9702
2025-02-01,2025,Butifarra,2,Sucursal Norte,Cúcuta,9,Liliana Estrada,7754
2023-02-18,2023,Salchichón,2,Sucursal Norte,Cúcuta,6,Marcela Domínguez-Muñoz,4372
2021-12-30,2021,Longaniza,12,Almacén Central,Bogotá,8,Sofía Delgado,1116
2023-08-02,2023,Tocineta,8,Sucursal Norte,Pereira,5,Mateo Guillén,6727
2020-06-11,2020,Chorizo,6,Sucursal Este,Cali,4,Juan Serrano-Vidal,3621
2020-10-09,2020,Morcilla,10,Sucursal Sur,Bucaramanga,10,Lázaro Salazar,10988
2024-08-27,2024,Jamón,8,Almacén Central,Cali,3,Julio Martín,5777
2025-10-28,2025,Salchichón,10,Sucursal Oeste,Cartagena,9,Juan Flores,10734
2021-10-24,2021,Salchichón,10,Sucursal Norte,Bogotá,2,Agustina Guerrero,10261
2022-12-13,2022,Longaniza,12,Sucursal Este,Bucaramanga,3,Nicolás Flores,7086
2021-05-03,2021,Salchichón,5,Sucursal Oeste,Bucaramanga,9,Victor Castillo-Cano,4631
2022-08-07,2022,Butifarra,8,Sucursal Oeste,Bogotá,3,Felipe Sanz,7663
2020-01-06,2020,Tocineta,1,Sucursal Este,Bucaramanga,9,Dalia Bravo,5684
2023-03-15,2023,Longaniza,3,Sucursal Norte,Cartagena,6,Nuria Pérez-Ferrer,9147
2021-03-16,2021,Morcilla,3,Sucursal Oeste,Cali,6,Magdalena Cortés,8575
2024-03-09,2024,Longaniza,3,Sucursal Norte,Barranquilla,8,Alma Miranda-Prieto,8515
2020-11-21,2020,Morcilla,11,Sucursal Este,Cartagena,6,Sofía Domínguez,10131
2021-03-17,2021,Butifarra,3,Sucursal Este,Pereira,1,Hugo Ramos,6645
2022-06-19,2022,Chorizo,6,Sucursal Oeste,Bucaramanga,6,Francisco Jiménez-Santos,8282
2021-07-03,2021,Chorizo,7,Sucursal Este,Cúcuta,6,Bruno Alonso,9001
2022-11-03,2022,Longaniza,11,Sucursal Oeste,Barranquilla,3,Camilo Vega,4634
2023-11-22,2023,Butifarra,11,Sucursal Este,Medellín,3,Alejandro Campos-Álvarez,4755
2022-09-17,2022,Butifarra,9,Sucursal Norte,Pereira,4,Isabel Cardona-López,7247
2025-06-28,2025,Butifarra,6,Sucursal Este,Bucaramanga,4,Juan Guerrero,9811
2025-04-26,2025,Salchichón,4,Sucursal Este,Barranquilla,8,Alejandra Zamora-Solís,1975
2023-12-06,2023,Butifarra,12,Sucursal Este,Bucaramanga,5,Lázaro González,8543
2020-04-21,2020,Butifarra,4,Sucursal Este,Cúcuta,10,Josefina Estrada,2788
2022-07-18,2022,Morcilla,7,Sucursal Sur,Cartagena,10,Jana Moreno-García,6053
2022-02-28,2022,Salchichón,2,Almacén Central,Bogotá,5,Salomé Fuentes,10833
2021-04-11,2021,Chorizo,4,Sucursal Este,Medellín,4,Darío Mendez,3175
2025-06-21,2025,Morcilla,6,Sucursal Oeste,Bogotá,8,Nico Salazar,2391
2021-07-06,2021,Butifarra,7,Sucursal Este,Pereira,9,Pablo Hidalgo,10554
2023-09-10,2023,Tocineta,9,Sucursal Sur,Medellín,2,Marcela Rivera-Ferrer,3552
2023-12-11,2023,Jamón,12,Sucursal Norte,Barranquilla,10,Verónica Pastor,1669
2025-01-11,2025,Butifarra,1,Sucursal Oeste,Cúcuta,1,Bruno Pascual,2643
2023-08-04,2023,Chorizo,8,Sucursal Norte,Cúcuta,1,Laura Lorenzo,7038
2023-07-31,2023,Jamón,7,Sucursal Norte,Bogotá,5,Paloma Campos,2800
2021-04-08,2021,Chorizo,4,Sucursal Oeste,Bogotá,6,Kevin Vidal-Núñez,2878
2023-02-20,2023,Longaniza,2,Sucursal Sur,Bogotá,6,Paloma Prieto-Lara,6418
2023-03-06,2023,Chorizo,3,Sucursal Norte,Barranquilla,3,Ricardo González,8475
2022-01-12,2022,Longaniza,1,Sucursal Norte,Cúcuta,1,Sofía Flores-Ortega,1581
2023-08-06,2023,Chorizo,8,Sucursal Norte,Bogotá,10,Valeria Gutiérrez,10220
2024-12-27,2024,Tocineta,12,Sucursal Sur,Cali,7,Marcela Pascual,4940
2023-09-09,2023,Chorizo,9,Sucursal Norte,Bogotá,9,Claudia Peralta,10885
2024-12-09,2024,Chorizo,12,Sucursal Norte,Cali,5,Rina Suárez,10838
2021-08-13,2021,Butifarra,8,Sucursal Oeste,Medellín,9,Gustavo Peralta,6022
2021-05-27,2021,Longaniza,5,Almacén Central,Bucaramanga,9,Nuria Pastor,7600
2020-04-17,2020,Longaniza,4,Sucursal Este,Cali,2,Alicia Pérez,1191
2022-02-21,2022,Longaniza,2,Sucursal Sur,Cartagena,1,Martina Peña-Cortes,3669
2024-07-08,2024,Chorizo,7,Sucursal Este,Pereira,10,Luciana León,3907
2020-09-23,2020,Morcilla,9,Almacén Central,Bucaramanga,8,Bruno Rodríguez-Núñez,2077
