fecha,año,producto,mes,almacén,ciudad,cantidad,cliente,id_cliente
2025-05-06,2025,Jamón,5,Sucursal Norte,Bucaramanga,10,Fernando León,7770
2020-04-11,2020,Morcilla,4,Sucursal Este,Barranquilla,7,Elena Moreno,6329
2024-05-03,2024,Salchichón,5,Sucursal Norte,Cali,4,Gema Acosta,2039
2020-09-26,2020,Jamón,9,Sucursal Sur,Pereira,5,Pilar Benítez-Rojas,3397
2022-04-16,2022,Tocineta,4,Almacén Central,Barranquilla,9,Benjamín Sanz-Pardo,4317
2022-06-23,2022,Butifarra,6,Sucursal Norte,Barranquilla,9,David Hernández-Peralta,5967
2021-03-22,2021,Chorizo,3,Sucursal Oeste,Cali,7,Beatriz Blanco,8215
2022-08-17,2022,Jamón,8,Sucursal Este,Cúcuta,3,Joaquín Paredes,3739
2022-11-05,2022,Tocineta,11,Sucursal Sur,Bogotá,4,Óscar Estrada,10767
2022-11-22,2022,Longaniza,11,Sucursal Oeste,Medellín,5,Beatriz Romero-Santos,7688
2023-06-07,2023,Chorizo,6,Almacén Central,Cartagena,1,Beatriz Domínguez,10688
2023-05-20,2023,Longaniza,5,Sucursal Norte,Barranquilla,9,Marcos Torres,8497
2022-08-04,2022,Salchichón,8,Almacén Central,Bucaramanga,2,Josefina Fuentes-Crespo,2425
2021-12-13,2021,Longaniza,12,Sucursal Norte,Cartagena,6,Victor Rojas,1640
2021-09-21,2021,Longaniza,9,Sucursal Este,Cúcuta,8,Esteban Gallego,9846
2020-11-28,2020,Salchichón,11,Sucursal Norte,Cartagena,3,Miguel Cortés,6070
2024-01-18,2024,Morcilla,1,Sucursal Este,Cali,7,Enrique Molina,1001
2021-11-14,2021,Butifarra,11,Almacén Central,Cartagena,2,Alejandra Pérez-Carrasco,2184
2020-01-12,2020,Jamón,1,Almacén Central,Cartagena,1,Benjamín Álvarez,7824
2023-02-12,2023,Jamón,2,Sucursal Norte,Cartagena,4,Leonardo Marín,4984
2024-06-25,2024,Morcilla,6,Sucursal Sur,Medellín,10,Graciela Estrada,3730
2024-11-27,2024,Longaniza,11,Sucursal Este,Pereira,7,Cristian Cruz,4082
2023-12-09,2023,Longaniza,12,Sucursal Norte,Barranquilla,2,Natalia Paredes,9366
2020-03-02,2020,Tocineta,3,Sucursal Sur,Cartagena,6,Álvaro Romero-Ruiz,8234
2022-01-20,2022,Morcilla,1,Sucursal Norte,Medellín,8,Ricardo Guillén,6880
2023-11-23,2023,Longaniza,11,Almacén Central,Bogotá,5,Benjamín Navarro-Muñoz,9192
2021-06-16,2021,Salchichón,6,Sucursal Este,Bogotá,7,Alejandra Rojas,3989
2024-09-11,2024,Longaniza,9,Sucursal Este,Cúcuta,9,Josefina Pascual-González,7475
2021-02-28,2021,Jamón,2,Sucursal Este,Medellín,10,Cristian Fernández,10426
2024-09-19,2024,Salchichón,9,Sucursal Oeste,Cali,4,Rina Lozano,2542
2025-10-31,2025,Tocineta,10,Almacén Central,Cúcuta,3,Arturo Mendez,2661
2021-10-07,2021,Butifarra,10,Sucursal Norte,Medellín,3,Silvia Ferrer,5186
2021-10-26,2021,Chorizo,10,Sucursal Sur,Bogotá,2,Alba Flores,9335
2024-09-15,2024,Salchichón,9,Sucursal Este,Bogotá,2,Manuel Gallego-León,9500
2021-07-04,2021,Butifarra,7,Almacén Central,Barranquilla,6,Gabriela Contreras,10229
2023-09-15,2023,Jamón,9,Sucursal Sur,Bucaramanga,9,Liliana Mendez,1146
2025-12-04,2025,Salchichón,12,Sucursal Norte,Pereira,4,Lorena Estrada-Castro,9985
2020-10-24,2020,Tocineta,10,Sucursal Este,Bogotá,7,Julio Santiago-Ferrer,6622
2025-04-27,2025,Tocineta,4,Sucursal Sur,Barranquilla,1,Karla Jiménez,5167
2025-07-20,2025,Longaniza,7,Sucursal Este,Cali,1,Miguel Solís,4840
2021-01-06,2021,Chorizo,1,Sucursal Norte,Cali,5,Verónica Esteban,8522
2023-12-16,2023,Morcilla,12,Sucursal Norte,Cali,7,Rosa Calvo,6447
2021-09-12,2021,Morcilla,9,Sucursal Sur,Cali,4,Quique Sierra-Méndez,10519
2025-03-09,2025,Jamón,3,Sucursal Oeste,Cartagena,8,Mauricio Reyes,10633
2021-03-03,2021,Longaniza,3,Almacén Central,Medellín,6,Olivia Fuentes,3036
2021-07-19,2021,Longaniza,7,Sucursal Sur,Pereira,4,Fernanda Soto-Iglesias,9011
2025-06-14,2025,Jamón,6,Sucursal Sur,Medellín,10,Dalia Mendez-Contreras,6206
2020-04-30,2020,Morcilla,4,Sucursal Este,Pereira,10,Zacarías Pastor,9451
2021-01-13,2021,Butifarra,1,Sucursal Este,Cali,9,Isabel Vega,7971
2025-08-03,2025,Tocineta,8,Almacén Central,Bucaramanga,8,Patricia Mendoza-Villanueva,10813
2022-09-21,2022,Jamón,9,Sucursal Sur,Cali,9,Rafael Molina,9761
2023-04-01,2023,Morcilla,4,Sucursal Sur,Bucaramanga,7,Marco Vargas-Vega,8189
2025-01-20,2025,Salchichón,1,Sucursal Oeste,Barranquilla,7,María Guillén,7224
2024-05-13,2024,Tocineta,5,Sucursal Norte,Cartagena,8,Maximiliano Esteban,5582
2023-10-12,2023,Salchichón,10,Sucursal Sur,Cúcuta,5,Mario Guillén,3856
2024-05-30,2024,Butifarra,5,Sucursal Norte,Medellín,5,Camila Rodríguez,8825
2022-10-04,2022,Morcilla,10,Almacén Central,Cartagena,9,Mariana Aguilar,2120
2020-05-22,2020,Tocineta,5,Sucursal Norte,Cartagena,7,Paulina Navarro-Ibañez,6068
2020-01-13,2020,Longaniza,1,Sucursal Este,Bogotá,6,Nicolás Cortés-Estrada,9405
2025-12-22,2025,Chorizo,12,Sucursal Norte,Pereira,8,Paula Vargas,8488
2025-07-09,2025,Longaniza,7,Sucursal Este,Bucaramanga,2,Renata Pascual,4616
2021-02-23,2021,Butifarra,2,Sucursal Norte,Barranquilla,5,Olga Ortega-Solís,8289
2021-08-26,2021,Morcilla,8,Sucursal Este,Barranquilla,9,Samuel Pastor-Hidalgo,6950
2025-12-26,2025,Salchichón,12,Sucursal Oeste,Barranquilla,8,Valeria Ramírez,4076
2025-11-12,2025,Butifarra,11,Sucursal Sur,Pereira,4,Manuel Cortés-Estrada,3056
2021-02-11,2021,Morcilla,2,Sucursal Sur,Cúcuta,1,Felipe Acosta-Iglesias,9492
2022-06-28,2022,Salchichón,6,Sucursal Norte,Cúcuta,4,Roberto Ruiz,8026
2021-02-24,2021,Butifarra,2,Sucursal Sur,Bogotá,5,Gustavo Rivera,1623
2025-06-26,2025,Butifarra,6,Sucursal Norte,Cali,9,Humberto Aguilar-Hernández,5795
2022-07-18,2022,Jamón,7,Sucursal Oeste,Pereira,6,Francisco Cortés,3325
2024-06-05,2024,Jamón,6,Almacén Central,Bucaramanga,4,Elisa Acosta-Campos,6218
2020-04-13,2020,Morcilla,4,Sucursal Oeste,Medellín,6,Boris Hidalgo,1799
2025-12-15,2025,Longaniza,12,Almacén Central,Cartagena,6,Angélica Rubio,9220
2021-02-17,2021,Morcilla,2,Sucursal Norte,Medellín,2,Vanesa Zamora,8994
2020-05-30,2020,Salchichón,5,Almacén Central,Cúcuta,6,Hugo Martín,3498
2025-12-15,2025,Chorizo,12,Sucursal Oeste,Medellín,5,Victoria Carrasco,4872
2020-01-20,2020,Morcilla,1,Sucursal Sur,Cúcuta,6,Tania Méndez-Benítez,1796
2025-06-22,2025,Tocineta,6,Sucursal Oeste,Bucaramanga,7,Santi Vidal,9412
2024-11-10,2024,Salchichón,11,Sucursal Oeste,Cali,1,Olivia Pascual-Ortiz,5869
2020-10-16,2020,Longaniza,10,Sucursal Oeste,Barranquilla,6,Daniela Contreras,7313
2020-02-11,2020,Chorizo,2,Sucursal Norte,Pereira,1,Israel Núñez,1816
2025-08-30,2025,Longaniza,8,Sucursal Oeste,Cúcuta,6,Valeria Rubio-Carrasco,1563
2022-06-14,2022,Tocineta,6,Sucursal Norte,Cali,4,Agustina Marín,4643
2021-05-23,2021,Tocineta,5,Sucursal Norte,Barranquilla,5,Esteban Lara,5107
2020-06-04,2020,Chorizo,6,Almacén Central,Cartagena,4,Laura Álvarez,8715
2023-05-19,2023,Jamón,5,Sucursal Sur,Barranquilla,6,Cecilia Guerrero,10937
2021-07-19,2021,Chorizo,7,Sucursal Sur,Barranquilla,1,Jesús Salazar,9515
2021-09-17,2021,Butifarra,9,Sucursal Sur,Pereira,5,Emma Escobar,3500
2023-01-27,2023,Tocineta,1,Sucursal Norte,Cali,4,Victor Díaz,4775
2025-10-22,2025,Salchichón,10,Sucursal Oeste,Cúcuta,2,Natalia Rojas,4896
2021-02-16,2021,Longaniza,2,Almacén Central,Bogotá,5,Fernando Cortes-Rojas,8428
2020-08-21,2020,Butifarra,8,Sucursal Este,Cali,7,Mario Alonso-Crespo,9152
2020-03-24,2020,Chorizo,3,Sucursal Norte,Cartagena,6,Julieta Méndez,6134
2025-02-16,2025,Salchichón,2,Sucursal Sur,Medellín,6,Sandra Santos,4299
2022-03-18,2022,Morcilla,3,Almacén Central,Cartagena,9,Israel Miranda-Sánchez,3206
2020-08-17,2020,Jamón,8,Sucursal Este,Bucaramanga,4,Ignacio Pascual,9986
2021-03-13,2021,Jamón,3,Sucursal Este,Bogotá,10,Roberto Castillo-Peña,10509
2024-06-25,2024,Jamón,6,Sucursal Norte,Bogotá,3,Lucas Estrada-Pérez,10422
2023-05-11,2023,Chorizo,5,Sucursal Este,Bucaramanga,2,Agustina Sanz,8690
2020-09-20,2020,Jamón,9,Sucursal Oeste,Cali,3,Diana Serrano,4525
2023-11-10,2023,Butifarra,11,Sucursal Este,Cali,10,Isabella Zamora-Rivera,5584
2022-06-11,2022,Longaniza,6,Sucursal Sur,Bucaramanga,5,Natalia Castro,10715
2022-03-14,2022,Morcilla,3,Sucursal Oeste,Barranquilla,1,Salomé Diez-García,9423
2023-02-15,2023,Butifarra,2,Sucursal Norte,Cali,6,Daniela Vidal,8656
2021-05-13,2021,Longaniza,5,Sucursal Oeste,Barranquilla,7,Cira Hidalgo,7193
2025-05-26,2025,Chorizo,5,Sucursal Sur,Cali,1,Cristian Miranda-Salazar,5205
2025-12-26,2025,Jamón,12,Sucursal Norte,Bucaramanga,10,Jonatan Gutiérrez-García,3344
2021-01-29,2021,Butifarra,1,Sucursal Oeste,Medellín,10,Nuria Díaz,2488
2025-10-17,2025,Butifarra,10,Sucursal Sur,Cali,8,Victor Santiago,5000
2021-10-22,2021,Butifarra,10,Sucursal Este,Medellín,9,Elena Blanco,6579
2024-12-08,2024,Morcilla,12,Almacén Central,Medellín,7,Diana Romero,6033
2024-06-02,2024,Longaniza,6,Sucursal Norte,Medellín,9,Yago Prieto,1895
2020-03-11,2020,Salchichón,3,Sucursal Oeste,Barranquilla,7,Diana Delgado,3924
2023-01-24,2023,Chorizo,1,Sucursal Sur,Medellín,1,Enrique Delgado-Álvarez,5170
2025-02-24,2025,Longaniza,2,Almacén Central,Cúcuta,7,Paloma Herrera-Acosta,2830
2023-04-24,2023,Morcilla,4,Sucursal Este,Cúcuta,4,Joaquín Díaz-Suárez,4912
2023-07-28,2023,Jamón,7,Sucursal Sur,Cúcuta,1,Lucía Esteban,4003
2020-09-26,2020,Salchichón,9,Sucursal Norte,Cúcuta,9,Fabián Gil-Contreras,1006
2020-02-21,2020,Butifarra,2,Almacén Central,Bucaramanga,1,Ricardo Marín,7595
2023-10-04,2023,Salchichón,10,Sucursal Norte,Medellín,6,Felipe Guerrero,5066
2025-11-07,2025,Salchichón,11,Sucursal Este,Bogotá,9,Rina Bravo,6736
2022-06-07,2022,Longaniza,6,Almacén Central,Medellín,1,Julio Soto,7709
2024-07-26,2024,Jamón,7,Sucursal Norte,Barranquilla,5,Gabriela Benítez,9707
2025-04-07,2025,Chorizo,4,Sucursal Norte,Pereira,5,Nico Campos-Gómez,4537
2025-11-13,2025,Longaniza,11,Sucursal Este,Barranquilla,5,Andrés Álvarez,7355
2021-05-09,2021,Jamón,5,Almacén Central,Cúcuta,3,Cecilia Guillén,10724
2025-05-18,2025,Salchichón,5,Sucursal Oeste,Cúcuta,5,Claudia García-Santiago,10573
2021-07-12,2021,Longaniza,7,Sucursal Oeste,Cartagena,2,Eduardo Caballero,10495
2022-12-30,2022,Salchichón,12,Almacén Central,Bogotá,3,Ramón Ramírez,7656
2022-12-09,2022,Chorizo,12,Sucursal Este,Cartagena,6,Mariana Pérez,4022
2020-08-01,2020,Longaniza,8,Sucursal Sur,Bogotá,4,Mauricio Sierra-Ruiz,7645
2022-05-20,2022,Jamón,5,Sucursal Oeste,Pereira,1,Rocío Romero-Rodríguez,7453
2023-01-21,2023,Salchichón,1,Sucursal Sur,Barranquilla,10,Vanesa Lorenzo,2918
2020-10-26,2020,Salchichón,10,Sucursal Oeste,Cartagena,4,Lorena Iglesias,4763
2020-11-01,2020,Chorizo,11,Sucursal Sur,Barranquilla,2,Miguel Lara,6961
2025-05-16,2025,Tocineta,5,Sucursal Oeste,Cali,8,Diego Crespo,6625
2021-10-02,2021,Salchichón,10,Sucursal Oeste,Barranquilla,5,Olga López,9999
2022-09-03,2022,Tocineta,9,Almacén Central,Pereira,6,Armando Fuentes,7566
2022-02-28,2022,Butifarra,2,Sucursal Este,Cúcuta,7,Teresa Ramos,7783
2023-03-20,2023,Tocineta,3,Sucursal Oeste,Barranquilla,7,Agustina Fuentes-García,9878
2024-11-26,2024,Salchichón,11,Sucursal Norte,Cali,2,Rosa Caballero,3099
2022-09-08,2022,Jamón,9,Sucursal Este,Medellín,9,Nicolás Diez-López,2535
2024-01-20,2024,Butifarra,1,Almacén Central,Bogotá,4,Rina Cortés-Gil,1149
2022-08-09,2022,Chorizo,8,Sucursal Sur,Cúcuta,2,Raúl Esteban,9222
2025-04-05,2025,Salchichón,4,Sucursal Norte,Barranquilla,10,Mónica Cardona-Miranda,2835
2021-04-30,2021,Chorizo,4,Sucursal Norte,Cúcuta,8,Arturo Mendoza,1789
2025-08-02,2025,Salchichón,8,Sucursal Oeste,Bogotá,4,María Ortiz,10959
2023-07-13,2023,Jamón,7,Sucursal Norte,Medellín,8,Francisco Jiménez-Santos,8282
2025-11-02,2025,Tocineta,11,Sucursal Oeste,Cúcuta,7,Alejandro Medina,5394
2024-09-17,2024,Salchichón,9,Sucursal Norte,Cartagena,8,Marco Carrasco-Vega,9778
2025-12-07,2025,Tocineta,12,Sucursal Oeste,Bogotá,5,Eugenia Cardona-Pascual,4456
2021-10-28,2021,Jamón,10,Sucursal Este,Bogotá,8,Rubén Méndez,1966
2021-01-05,2021,Longaniza,1,Sucursal Este,Barranquilla,2,Silvia Guerrero,9694
2021-05-27,2021,Longaniza,5,Sucursal Oeste,Cúcuta,9,Rafael Fernández-Rojas,2524
2023-05-29,2023,Longaniza,5,Sucursal Oeste,Cúcuta,2,Mireia Ortiz,6150
2020-02-08,2020,Jamón,2,Sucursal Este,Cúcuta,9,Gabriel Núñez,10109
2020-12-12,2020,Chorizo,12,Sucursal Este,Cali,4,Alma Aguilar-Estrada,2665
2024-06-24,2024,Jamón,6,Almacén Central,Barranquilla,4,Patricia Ruiz,6568
2021-11-06,2021,Salchichón,11,Sucursal Este,Medellín,7,José Rubio-Rubio,9689
2024-09-27,2024,Morcilla,9,Sucursal Norte,Cali,9,Antonio Guerrero,5333
2021-12-14,2021,Tocineta,12,Sucursal Sur,Bucaramanga,8,Adrián Contreras,3384
2021-08-16,2021,Jamón,8,Sucursal Norte,Cali,10,Yago Cardona,6440
2023-04-17,2023,Butifarra,4,Sucursal Norte,Bogotá,4,Salomé González-Méndez,7423
2024-07-02,2024,Salchichón,7,Sucursal Sur,Barranquilla,5,Emilia Soto-Hidalgo,9927
2024-06-01,2024,Salchichón,6,Sucursal Norte,Cúcuta,7,Cira Benítez,6789
2024-10-12,2024,Chorizo,10,Sucursal Oeste,Bogotá,2,Ramón Moreno-Pérez,8948
2023-05-05,2023,Tocineta,5,Sucursal Norte,Cúcuta,9,Nuria Castro,2144
2024-11-10,2024,Tocineta,11,Sucursal Oeste,Cartagena,7,Sofía Mendoza,3502
2025-10-01,2025,Chorizo,10,Almacén Central,Cartagena,7,Yolanda Castro,3217
2025-09-07,2025,Butifarra,9,Almacén Central,Bucaramanga,4,Rodrigo García,2198
2022-11-25,2022,Jamón,11,Sucursal Este,Barranquilla,5,Leo Rojas,10334
2022-06-21,2022,Morcilla,6,Sucursal Este,Cúcuta,7,Pablo Sierra-Castillo,3813
2025-08-07,2025,Salchichón,8,Sucursal Este,Barranquilla,3,Isaac Medina-Montes,1027
2020-09-18,2020,Salchichón,9,Sucursal Norte,Pereira,4,Alba Ortega,4484
2025-07-19,2025,Chorizo,7,Sucursal Este,Cartagena,4,Fernanda Escobar-Flores,2792
2022-05-13,2022,Jamón,5,Sucursal Oeste,Pereira,2,Óscar Zamora,5240
2024-07-01,2024,Chorizo,7,Almacén Central,Medellín,5,Gonzalo Delgado,6653
2021-06-19,2021,Salchichón,6,Sucursal Este,Barranquilla,8,Vanesa Torres,1163
2025-12-28,2025,Butifarra,12,Sucursal Sur,Medellín,2,Ximena Villanueva,6844
2022-04-07,2022,Morcilla,4,Sucursal Sur,Bucaramanga,3,Olivia Herrera,2728
2024-07-14,2024,Butifarra,7,Almacén Central,Bogotá,7,Emilio Castillo,1468
2021-08-19,2021,Longaniza,8,Sucursal Sur,Bogotá,6,Julio Benítez,7487
2022-01-12,2022,Jamón,1,Almacén Central,Pereira,3,Sara Delgado,5465
2021-08-15,2021,Longaniza,8,Sucursal Este,Bogotá,3,Jonatan Ferrer,9740
2020-04-16,2020,Longaniza,4,Sucursal Norte,Barranquilla,6,Elisa Ferrer,3984
2020-07-06,2020,Jamón,7,Sucursal Sur,Cúcuta,2,Vicente Cruz,6603
2022-11-29,2022,Tocineta,11,Sucursal Oeste,Pereira,9,Emilio Castillo,1468
2025-02-21,2025,Butifarra,2,Almacén Central,Medellín,1,Zacarías Torres-Blanco,8793
2025-05-15,2025,Morcilla,5,Sucursal Norte,Pereira,1,Catalina Romero,1924
2023-01-02,2023,Chorizo,1,Almacén Central,Cartagena,6,Lázaro Pérez-Pérez,6004
2023-04-09,2023,Longaniza,4,Sucursal Sur,Pereira,2,Eduardo Serrano-González,2887
2022-04-13,2022,Salchichón,4,Sucursal Oeste,Bogotá,1,Pablo Salazar,2063
2021-03-02,2021,Longaniza,3,Sucursal Oeste,Cali,6,Sergio Paredes,5884
2021-09-11,2021,Longaniza,9,Sucursal Oeste,Cúcuta,3,Catalina Villanueva,1113
2024-04-16,2024,Tocineta,4,Sucursal Oeste,Cartagena,3,Rubén Zamora,4742
2024-03-28,2024,Jamón,3,Almacén Central,Pereira,10,María Paredes-Jiménez,10171
2020-02-12,2020,Chorizo,2,Sucursal Sur,Pereira,9,Camila Serrano,5651
2023-09-15,2023,Morcilla,9,Sucursal Oeste,Pereira,10,Guillermo Rubio,6633
2024-05-08,2024,Morcilla,5,Sucursal Oeste,Bucaramanga,3,Óscar Campos,3653
2024-04-04,2024,Chorizo,4,Sucursal Sur,Barranquilla,8,Emma Guillén,6630
2023-08-18,2023,Longaniza,8,Sucursal Sur,Bogotá,4,Isabella Medina-Rojas,6882
2023-10-28,2023,Salchichón,10,Almacén Central,Medellín,1,Felipe Crespo,7759
2020-06-06,2020,Tocineta,6,Sucursal Norte,Medellín,3,Alejandro Vega,9654
2024-10-06,2024,Morcilla,10,Sucursal Oeste,Bucaramanga,9,Graciela Reyes,6675
2023-10-22,2023,Butifarra,10,Sucursal Oeste,Bucaramanga,5,Adriana Hidalgo-Cortes,5178
2025-09-30,2025,Morcilla,9,Sucursal Este,Bucaramanga,4,Felipe Crespo,7759
2023-12-18,2023,Longaniza,12,Sucursal Oeste,Cartagena,10,Felipe Mendoza,7442
2021-06-27,2021,Longaniza,6,Sucursal Norte,Bogotá,2,Luciana Ortiz,4811
2024-08-06,2024,Tocineta,8,Almacén Central,Bucaramanga,2,Montserrat Ramírez-Martín,7351
2024-01-13,2024,Butifarra,1,Almacén Central,Cartagena,9,Dalia Reyes-Muñoz,4189
2024-04-15,2024,Tocineta,4,Almacén Central,Barranquilla,8,Sofía Guerrero-Morales,5867
2020-06-28,2020,Salchichón,6,Sucursal Norte,Medellín,8,Alba Ortega-Cardona,5160
2022-04-21,2022,Salchichón,4,Almacén Central,Medellín,6,Yolanda Ramírez-Rojas,1659
2023-07-05,2023,Butifarra,7,Sucursal Sur,Cúcuta,2,Julio Santiago,4722
2023-02-06,2023,Morcilla,2,Sucursal Oeste,Medellín,9,Leo Peralta,8978
2021-07-20,2021,Tocineta,7,Sucursal Norte,Medellín,7,Emma Bravo,9667
2023-03-23,2023,Tocineta,3,Almacén Central,Cartagena,2,Daniel Álvarez-Lozano,6174
2022-08-17,2022,Longaniza,8,Almacén Central,Cúcuta,4,Jacqueline Santos,8323
2024-06-03,2024,Jamón,6,Sucursal Sur,Medellín,4,Hugo Martín,3498
2024-09-13,2024,Morcilla,9,Sucursal Sur,Cali,4,Marina Gil,6730
2024-03-11,2024,Longaniza,3,Sucursal Sur,Medellín,6,Nadia Rivera-Díaz,7542
2025-09-28,2025,Butifarra,9,Sucursal Sur,Cali,8,José Díaz,7016
2025-08-12,2025,Chorizo,8,Sucursal Este,Medellín,2,Diego González,10906
2021-12-27,2021,Longaniza,12,Sucursal Norte,Barranquilla,6,Olga Guerrero,1484
2021-01-27,2021,Longaniza,1,Almacén Central,Pereira,10,Verónica Pastor,1669
2020-10-09,2020,Butifarra,10,Sucursal Este,Bogotá,6,Esteban Crespo,6154
2024-04-25,2024,Salchichón,4,Sucursal Este,Bucaramanga,4,Lucas Santos,5989
2022-09-04,2022,Longaniza,9,Sucursal Sur,Cúcuta,4,Verónica López,6097
2020-09-25,2020,Chorizo,9,Sucursal Norte,Cali,8,Gustavo Vázquez,3078
2020-05-09,2020,Chorizo,5,Sucursal Sur,Medellín,10,Victoria Flores,7689
2022-04-17,2022,Butifarra,4,Sucursal Sur,Pereira,1,Emilia Solís,8394
2024-12-30,2024,Butifarra,12,Almacén Central,Cúcuta,7,Marina Zamora,9495
2020-07-20,2020,Salchichón,7,Sucursal Oeste,Cartagena,7,Israel Pardo,9164
2020-01-03,2020,Longaniza,1,Sucursal Sur,Cali,1,Francisco Alonso,8168
2020-04-29,2020,Salchichón,4,Sucursal Sur,Barranquilla,4,Olivia Muñoz,4968
2022-10-28,2022,Morcilla,10,Sucursal Este,Bucaramanga,8,Beatriz Martín,7629
2021-03-14,2021,Longaniza,3,Sucursal Este,Cali,9,Leonardo Domínguez,7690
2020-04-26,2020,Morcilla,4,Almacén Central,Cartagena,2,Manuel Acosta,3451
2023-07-18,2023,Tocineta,7,Sucursal Este,Barranquilla,3,Joaquín Ruiz,5442
