fecha,año,producto,mes,almacén,ciudad,cantidad,cliente,id_cliente
2022-04-12,2022,Chorizo,4,Sucursal Oeste,Cali,6,Hugo Gómez-Herrera,10448
2020-02-06,2020,Butifarra,2,Almacén Central,Cartagena,5,Alicia Ortega-Santiago,9374
2020-03-06,2020,Chorizo,3,Sucursal Oeste,Medellín,6,Inés Lara,4972
2025-09-25,2025,Butifarra,9,Sucursal Norte,Barranquilla,4,Rodrigo Ortega,5793
2020-08-05,2020,Tocineta,8,Almacén Central,Medellín,7,Luis Lara,10209
2024-09-17,2024,Tocineta,9,Sucursal Oeste,Cali,2,Gonzalo Hernández-Peralta,10591
2021-07-30,2021,Chorizo,7,Almacén Central,Barranquilla,6,Diego Núñez,6980
2022-01-21,2022,Tocineta,1,Sucursal Este,Medellín,1,Catalina Serrano-Vega,7304
2024-11-06,2024,Salchichón,11,Sucursal Norte,Cali,1,Sofía Cano,7515
2020-01-31,2020,Jamón,1,Sucursal Este,Bucaramanga,9,Israel González,4867
2023-11-14,2023,Salchichón,11,Almacén Central,Pereira,6,Jana Moreno-García,6053
2023-03-17,2023,Morcilla,3,Almacén Central,Bogotá,1,Jacqueline Aguilar-Lozano,3578
2024-06-09,2024,Tocineta,6,Sucursal Norte,Barranquilla,1,Kike Miranda,7239
2020-02-26,2020,Jamón,2,Almacén Central,Medellín,7,Cecilia Mendoza,4684
2024-04-27,2024,Salchichón,4,Sucursal Sur,Bogotá,1,Graciela Estrada,3730
2020-12-03,2020,Longaniza,12,Sucursal Oeste,Bucaramanga,4,Andrea Domínguez,8474
2024-05-15,2024,Tocineta,5,Sucursal Norte,Bucaramanga,9,Fabián Santos-Pascual,8349
2023-08-09,2023,Salchichón,8,Sucursal Oeste,Bogotá,1,Carolina Fuentes-Vázquez,7223
2024-07-14,2024,Salchichón,7,Sucursal Oeste,Cali,4,Adriana Lara,8551
2022-06-19,2022,Butifarra,6,Sucursal Este,Pereira,1,Marco Navarro,2237
2025-12-18,2025,Butifarra,12,Sucursal Norte,Cartagena,5,Romina Hidalgo,7814
2021-01-24,2021,Chorizo,1,Sucursal Norte,Cúcuta,10,Diego Vázquez,7021
2024-08-10,2024,Salchichón,8,Sucursal Sur,Bogotá,6,Tania Sánchez,1074
2021-06-28,2021,Jamón,6,Sucursal Sur,Barranquilla,8,Lázaro Castillo-Escobar,1216
2020-04-12,2020,Butifarra,4,Sucursal Sur,Medellín,1,Agustina Núñez-Crespo,6467
2024-05-09,2024,Butifarra,5,Sucursal Oeste,Cali,7,Santi Villanueva,4103
2025-09-22,2025,Chorizo,9,Almacén Central,Pereira,9,Mauricio Mendez,1219
2023-02-21,2023,Longaniza,2,Almacén Central,Cali,9,Vanesa Ortiz,3901
2025-12-23,2025,Tocineta,12,Sucursal Oeste,Medellín,2,Ximena Santos,9489
2020-05-01,2020,Butifarra,5,Sucursal Norte,Barranquilla,9,Félix Fuentes,8296
2025-01-26,2025,Longaniza,1,Sucursal Oeste,Cartagena,4,Cecilia Campos-Mendez,2908
2023-01-21,2023,Morcilla,1,Almacén Central,Bucaramanga,7,Arturo Suárez-Sanz,6402
2021-01-17,2021,Longaniza,1,Sucursal Oeste,Cartagena,4,Vicente Ramos,1595
2024-11-02,2024,Chorizo,11,Sucursal Este,Cali,7,Emma López,10214
2025-08-11,2025,Morcilla,8,Sucursal Norte,Cúcuta,10,Esteban Ortega,5892
2020-05-15,2020,Butifarra,5,Almacén Central,Cartagena,5,Raúl Ramírez-Ramos,10189
2020-03-14,2020,Tocineta,3,Sucursal Sur,Cúcuta,2,Andrés Medina,9931
2021-06-13,2021,Salchichón,6,Sucursal Sur,Cúcuta,7,Arturo Suárez,6674
2020-01-04,2020,Morcilla,1,Sucursal Este,Medellín,10,Victor Esteban,10466
2025-12-10,2025,Tocineta,12,Sucursal Este,Cali,4,Emilia Bravo,1221
2021-05-30,2021,Morcilla,5,Sucursal Este,Bogotá,2,Nadia Ibañez,10394
2024-05-29,2024,Tocineta,5,Sucursal Oeste,Bogotá,2,Isabel Gil,10771
2020-03-13,2020,Tocineta,3,Sucursal Sur,Cúcuta,1,Antonio Cortés,10902
2021-01-01,2021,Tocineta,1,Sucursal Sur,Cali,3,Óscar Álvarez-Benítez,10571
2024-12-10,2024,Salchichón,12,Sucursal Sur,Cartagena,8,Rina Ortega,4324
2024-03-28,2024,Chorizo,3,Sucursal Oeste,Bucaramanga,7,Alejandro Soto,3939
2024-02-23,2024,Morcilla,2,Sucursal Este,Cali,2,Gabriel Jiménez,8698
2023-01-05,2023,Salchichón,1,Sucursal Oeste,Cúcuta,4,Daniel Mendez,2857
2021-06-29,2021,Butifarra,6,Sucursal Este,Cúcuta,2,Florencia Medina,7621
2023-01-03,2023,Salchichón,1,Sucursal Este,Bogotá,1,Gisela Sanz,1268
2023-01-11,2023,Butifarra,1,Sucursal Sur,Medellín,8,Darío López-Gómez,10222
2021-07-20,2021,Chorizo,7,Almacén Central,Cali,3,Jorge Herrera-Morales,2334
2022-04-09,2022,Tocineta,4,Sucursal Oeste,Bogotá,5,Paula Cardona,8863
2021-04-15,2021,Salchichón,4,Sucursal Oeste,Pereira,8,Carolina Serrano,2626
2024-12-30,2024,Morcilla,12,Almacén Central,Cúcuta,4,Alicia Prieto,8070
2023-04-21,2023,Butifarra,4,Almacén Central,Medellín,5,Daniela Molina-Martínez,8721
2020-04-15,2020,Jamón,4,Sucursal Oeste,Bogotá,10,Nadia Carrasco,1513
2020-06-05,2020,Morcilla,6,Sucursal Oeste,Barranquilla,7,Dalia Jiménez,1187
2024-05-23,2024,Chorizo,5,Sucursal Norte,Medellín,4,Alfonso Romero,3330
2023-06-29,2023,Tocineta,6,Almacén Central,Barranquilla,6,Arturo Delgado,1845
2020-08-20,2020,Tocineta,8,Almacén Central,Medellín,5,Isabel Ruiz,10197
2025-05-13,2025,Longaniza,5,Almacén Central,Cali,2,Blas Soto-Romero,2784
2022-09-09,2022,Morcilla,9,Almacén Central,Bucaramanga,7,Eduardo Diez,9369
2022-10-25,2022,Butifarra,10,Sucursal Este,Bucaramanga,6,Dalia Gallego,10430
2022-05-07,2022,Salchichón,5,Sucursal Norte,Cali,4,Manuel Vega,2148
2023-11-01,2023,Butifarra,11,Sucursal Sur,Barranquilla,9,Rosa Mendoza,1963
2024-10-28,2024,Butifarra,10,Almacén Central,Medellín,2,Carmen Ramírez-Ramos,4960
2022-05-09,2022,Longaniza,5,Sucursal Oeste,Barranquilla,4,Iván Serrano-Peralta,5293
2021-11-21,2021,Longaniza,11,Sucursal Sur,Bogotá,1,Karla Acosta,7604
2025-10-10,2025,Jamón,10,Sucursal Sur,Bucaramanga,4,Felipe Cardona,10733
2023-12-24,2023,Salchichón,12,Sucursal Norte,Bogotá,3,Camila Sánchez-Flores,6044
2020-02-06,2020,Tocineta,2,Sucursal Norte,Bogotá,3,Mireia Pardo-Escobar,2471
2024-08-14,2024,Longaniza,8,Almacén Central,Cartagena,6,Teresa Lozano,5187
2022-07-24,2022,Morcilla,7,Sucursal Norte,Pereira,7,Raúl Pardo-Sanz,1158
2024-07-25,2024,Longaniza,7,Sucursal Oeste,Cali,2,Agustina Fuentes-García,9878
2023-04-25,2023,Morcilla,4,Almacén Central,Medellín,5,Guillermo Ibañez,3393
2022-02-05,2022,Longaniza,2,Sucursal Oeste,Pereira,4,Olivia Flores,8504
2023-05-30,2023,Chorizo,5,Almacén Central,Cúcuta,3,Úrsula Moreno-Núñez,7337
2025-01-03,2025,Longaniza,1,Sucursal Sur,Pereira,2,Guillermo Diez,3122
2024-08-29,2024,Jamón,8,Almacén Central,Cartagena,4,Adriana Guerrero,3506
2025-02-11,2025,Tocineta,2,Sucursal Este,Cali,1,Tania Cortes-Guerrero,8105
2025-08-07,2025,Jamón,8,Sucursal Oeste,Bogotá,7,Alejandro Mendez,6788
2020-01-18,2020,Jamón,1,Almacén Central,Bucaramanga,10,Alfonso Ibañez-Martínez,7845
2023-05-23,2023,Butifarra,5,Almacén Central,Cartagena,3,Verónica Vidal,8682
2021-12-23,2021,Longaniza,12,Sucursal Norte,Cartagena,4,Héctor Peña,3584
2025-06-08,2025,Morcilla,6,Almacén Central,Medellín,7,Cristina Aguilar,1029
2024-10-25,2024,Butifarra,10,Almacén Central,Cúcuta,2,Felipe Guerrero,7368
2023-04-11,2023,Salchichón,4,Sucursal Oeste,Barranquilla,5,Rubén Marín,2468
2023-02-12,2023,Chorizo,2,Sucursal Oeste,Medellín,1,Vicente Ramos,1595
2022-11-28,2022,Chorizo,11,Sucursal Norte,Bucaramanga,9,Romina Pascual,9504
2022-05-24,2022,Tocineta,5,Sucursal Norte,Cartagena,9,Olga Sierra-Ibañez,5894
2021-09-04,2021,Tocineta,9,Sucursal Sur,Pereira,1,Eloy Gómez,10018
2021-05-10,2021,Butifarra,5,Sucursal Oeste,Barranquilla,7,Boris Domínguez-Alonso,9573
2021-12-26,2021,Butifarra,12,Almacén Central,Barranquilla,1,Alejandro Campos,9559
2022-11-20,2022,Jamón,11,Almacén Central,Bucaramanga,4,Paco Martínez,6993
2023-02-15,2023,Morcilla,2,Sucursal Oeste,Cúcuta,9,Nico Muñoz,9039
2024-01-20,2024,Longaniza,1,Sucursal Norte,Barranquilla,5,Catalina Pérez-Caballero,6799
2021-04-26,2021,Tocineta,4,Sucursal Oeste,Medellín,10,Marco Méndez,9543
2024-10-04,2024,Chorizo,10,Sucursal Sur,Bucaramanga,4,Marco Ortiz,1920
2022-11-15,2022,Salchichón,11,Sucursal Este,Bogotá,3,Sergio Méndez,7356
2022-10-30,2022,Salchichón,10,Almacén Central,Cúcuta,2,Luciana Iglesias,2904
2022-03-06,2022,Longaniza,3,Sucursal Sur,Pereira,10,Ramón Navarro,7908
2024-09-09,2024,Longaniza,9,Sucursal Sur,Pereira,10,Alfredo Ibañez,2950
2025-03-08,2025,Longaniza,3,Almacén Central,Bogotá,10,Rafael Prieto,3430
2020-09-14,2020,Salchichón,9,Almacén Central,Pereira,9,Lucas Serrano,9538
2023-10-11,2023,Chorizo,10,Sucursal Oeste,Medellín,4,Gabriela Aguilar-Hidalgo,7896
2022-05-13,2022,Butifarra,5,Sucursal Oeste,Barranquilla,8,Úrsula Montes,6695
2023-09-26,2023,Butifarra,9,Almacén Central,Cúcuta,1,Laura Fuentes-Paredes,3975
2022-02-22,2022,Butifarra,2,Sucursal Oeste,Bogotá,3,Cristian Cruz-Carrasco,9041
2024-02-15,2024,Longaniza,2,Sucursal Norte,Pereira,1,Ana Hernández,5328
2024-12-26,2024,Butifarra,12,Sucursal Norte,Cali,9,Cira Díaz,1128
2024-05-22,2024,Butifarra,5,Sucursal Sur,Cartagena,10,Teodoro Vega,2086
2024-07-11,2024,Longaniza,7,Sucursal Norte,Cartagena,5,Emilia Calvo,6803
2020-08-03,2020,Butifarra,8,Sucursal Sur,Barranquilla,10,Mireia González-Vega,7623
2025-08-09,2025,Longaniza,8,Sucursal Este,Cali,10,Victor Gutiérrez-Álvarez,9503
2020-05-17,2020,Salchichón,5,Sucursal Oeste,Cartagena,7,Liliana Rubio,1523
2021-09-19,2021,Chorizo,9,Sucursal Norte,Barranquilla,2,Mauricio Cano,10824
2024-03-01,2024,Salchichón,3,Sucursal Sur,Pereira,2,Sara Muñoz,10182
2024-03-16,2024,Chorizo,3,Sucursal Sur,Cartagena,8,Gustavo Acosta,8581
2024-04-03,2024,Jamón,4,Sucursal Oeste,Cali,8,Alba Vázquez,5050
2024-08-06,2024,Chorizo,8,Sucursal Norte,Bucaramanga,3,Blas Zamora-Castillo,9893
2023-04-19,2023,Morcilla,4,Sucursal Sur,Pereira,1,Paulina Lara-Zamora,1042
2025-07-01,2025,Morcilla,7,Almacén Central,Cartagena,3,Marcos Cortés-Bravo,1699
2023-06-29,2023,Tocineta,6,Almacén Central,Barranquilla,1,Ricardo Flores,8118
2022-07-01,2022,Tocineta,7,Sucursal Oeste,Cúcuta,8,Jimena Pastor,9499
2023-09-23,2023,Salchichón,9,Sucursal Este,Pereira,7,Álvaro Castro,9259
2022-03-31,2022,Jamón,3,Sucursal Este,Medellín,8,Willy Paredes-Vega,4439
2025-11-09,2025,Morcilla,11,Sucursal Este,Barranquilla,7,Nadia Esteban-Navarro,4263
2021-08-13,2021,Longaniza,8,Sucursal Norte,Medellín,2,Brenda Mendez-Gutiérrez,2889
2025-10-30,2025,Butifarra,10,Almacén Central,Cúcuta,9,Magdalena Pardo,8672
2023-03-15,2023,Jamón,3,Sucursal Sur,Cali,10,Beatriz Santos,10351
2020-12-11,2020,Butifarra,12,Sucursal Este,Bogotá,8,Alejandro Montes,9581
2022-05-10,2022,Jamón,5,Sucursal Oeste,Bucaramanga,9,Fabián Jiménez,3905
2022-08-02,2022,Salchichón,8,Sucursal Norte,Cúcuta,6,Carolina Herrera,3834
2023-10-25,2023,Tocineta,10,Almacén Central,Pereira,10,Cristina Molina-Pérez,8363
2023-06-16,2023,Tocineta,6,Almacén Central,Bogotá,7,Dalia Bravo,5684
2023-07-03,2023,Jamón,7,Sucursal Este,Barranquilla,3,Rubén Blanco,7706
2024-02-15,2024,Butifarra,2,Sucursal Sur,Cúcuta,1,Romina Bravo,10387
2022-01-17,2022,Longaniza,1,Sucursal Sur,Barranquilla,10,Úrsula Martínez-Ibañez,3607
2021-05-15,2021,Chorizo,5,Sucursal Este,Bucaramanga,9,Julieta Benítez-Hidalgo,1049
2022-11-21,2022,Chorizo,11,Almacén Central,Bogotá,8,Alfonso Méndez,4671
2024-02-01,2024,Butifarra,2,Sucursal Sur,Cartagena,1,Pilar Fuentes,4319
2024-09-08,2024,Longaniza,9,Sucursal Norte,Bogotá,3,Tania Gallego,1608
2020-09-11,2020,Butifarra,9,Sucursal Este,Bogotá,6,Pilar Lozano-Alonso,2935
2022-07-22,2022,Morcilla,7,Almacén Central,Bogotá,8,Alfredo Sánchez,8041
2020-04-21,2020,Morcilla,4,Almacén Central,Pereira,5,Rocío Ferrer-Torres,4546
2022-07-23,2022,Morcilla,7,Sucursal Norte,Cúcuta,2,Nico Peralta,2993
2025-04-04,2025,Longaniza,4,Almacén Central,Bucaramanga,4,Karla Gil,10074
2024-08-30,2024,Longaniza,8,Sucursal Sur,Bogotá,6,Andrés Moreno-Santiago,5820
2025-05-27,2025,Salchichón,5,Almacén Central,Bucaramanga,10,Felipe Pastor-Delgado,8760
2023-11-21,2023,Salchichón,11,Sucursal Este,Cúcuta,3,Gerardo Solís-Peralta,7328
2022-12-17,2022,Longaniza,12,Sucursal Norte,Barranquilla,7,Gabriela Gutiérrez-Caballero,2255
2024-12-26,2024,Butifarra,12,Sucursal Sur,Barranquilla,8,Marina Calvo,8465
2024-09-24,2024,Jamón,9,Sucursal Norte,Barranquilla,7,Zoe Rivera-Rubio,9683
2024-09-10,2024,Jamón,9,Almacén Central,Pereira,2,Gabriel León-Torres,9208
2020-05-10,2020,Butifarra,5,Sucursal Oeste,Cali,10,Gabriel Ferrer-Medina,4156
2021-05-18,2021,Longaniza,5,Almacén Central,Bucaramanga,3,Salomé Aguilar,2028
2025-07-20,2025,Tocineta,7,Sucursal Este,Cali,2,Gisela Paredes,8098
2022-10-19,2022,Longaniza,10,Sucursal Oeste,Cartagena,1,Blas Núñez,5401
2023-03-17,2023,Morcilla,3,Almacén Central,Cúcuta,1,Jacqueline Vidal,1548
2022-12-01,2022,Salchichón,12,Sucursal Norte,Cartagena,4,Laura Aguilar,1138
2024-05-22,2024,Butifarra,5,Sucursal Norte,Cartagena,1,Silvia Guerrero,9694
2024-03-29,2024,Butifarra,3,Sucursal Norte,Medellín,9,Hugo Serrano-Mendoza,2894
2025-09-25,2025,Morcilla,9,Sucursal Sur,Bucaramanga,5,Salomé Méndez,8845
2025-10-31,2025,Butifarra,10,Sucursal Oeste,Bogotá,6,Roberto Jiménez,2046
2020-01-25,2020,Butifarra,1,Sucursal Oeste,Bogotá,1,Teodoro Pastor,5901
2021-01-20,2021,Longaniza,1,Sucursal Oeste,Bucaramanga,6,Mateo Santos-Aguilar,3153
2021-11-11,2021,Butifarra,11,Sucursal Oeste,Bucaramanga,2,Santiago Muñoz,5023
2023-03-05,2023,Tocineta,3,Sucursal Sur,Bucaramanga,10,Joaquín Caballero-Navarro,10238
2020-09-05,2020,Chorizo,9,Sucursal Norte,Bogotá,8,Karla Cardona,4362
2020-03-24,2020,Salchichón,3,Sucursal Norte,Pereira,4,Alicia Castillo,1270
2023-10-18,2023,Longaniza,10,Almacén Central,Bogotá,7,Boris Reyes,2204
2024-03-22,2024,Morcilla,3,Almacén Central,Pereira,5,Rosa Blanco,10828
2020-08-12,2020,Longaniza,8,Sucursal Sur,Bogotá,2,Cristian Morales,3514
2023-06-03,2023,Chorizo,6,Sucursal Sur,Cúcuta,3,Blas Sánchez,9819
2023-05-08,2023,Tocineta,5,Almacén Central,Pereira,7,Camila Ruiz,3494
2025-03-09,2025,Longaniza,3,Sucursal Oeste,Cartagena,3,Fabián Zamora,7134
2021-09-08,2021,Butifarra,9,Sucursal Oeste,Pereira,2,Isabel Vega,1014
2022-03-29,2022,Morcilla,3,Sucursal Oeste,Bucaramanga,9,Natalia Cardona,1013
2020-05-10,2020,Morcilla,5,Sucursal Este,Bogotá,2,Graciela Díaz,9160
2025-09-14,2025,Salchichón,9,Sucursal Este,Pereira,2,Andrea Campos,9123
2020-06-15,2020,Chorizo,6,Sucursal Oeste,Bogotá,3,Juan Moreno,1415
2022-06-11,2022,Salchichón,6,Sucursal Sur,Bogotá,4,Felipe Salazar,7101
2020-03-05,2020,Jamón,3,Sucursal Sur,Bogotá,6,Elena Ortiz,2171
2022-06-09,2022,Longaniza,6,Sucursal Sur,Bucaramanga,2,Silvia González-Villanueva,8487
2023-02-18,2023,Morcilla,2,Sucursal Este,Bogotá,1,Darío Ruiz,1003
2021-11-08,2021,Chorizo,11,Sucursal Oeste,Barranquilla,10,Cristina Lara-Castro,3466
2023-06-30,2023,Morcilla,6,Almacén Central,Cúcuta,1,Gerardo Moreno-Fernández,4830
2023-01-26,2023,Chorizo,1,Sucursal Oeste,Cali,4,Julio Montes-Calvo,5929
2022-07-17,2022,Chorizo,7,Almacén Central,Cartagena,2,Israel Calvo,3589
2023-03-01,2023,Longaniza,3,Sucursal Este,Medellín,8,Juan Moreno,1415
2024-04-29,2024,Jamón,4,Sucursal Norte,Bucaramanga,2,Félix Pardo,3418
2025-07-05,2025,Morcilla,7,Sucursal Este,Pereira,7,Nuria Prieto-Aguilar,10270
2025-05-17,2025,Tocineta,5,Almacén Central,Bogotá,6,Carolina León,1999
2022-09-08,2022,Butifarra,9,Sucursal Norte,Cali,6,Regina Solís,8099
2025-05-12,2025,Tocineta,5,Sucursal Norte,Barranquilla,6,Mario León,5641
2025-03-06,2025,Salchichón,3,Sucursal Este,Cali,1,Romina Solís,2789
2020-05-25,2020,Morcilla,5,Sucursal Este,Barranquilla,9,Alba Jiménez,6173
2025-04-26,2025,Butifarra,4,Sucursal Este,Medellín,9,Leonardo Caballero,7158
2024-05-21,2024,Chorizo,5,Sucursal Este,Bogotá,1,Emilia Ortega,7994
2021-04-30,2021,Jamón,4,Sucursal Norte,Bogotá,10,Nicolás Cortés,6917
2020-03-13,2020,Chorizo,3,Sucursal Sur,Cúcuta,10,Javier Gil-Lozano,2710
2022-05-02,2022,Butifarra,5,Sucursal Este,Pereira,4,Julio Santiago,4722
2023-03-05,2023,Jamón,3,Almacén Central,Bucaramanga,6,Patricia Torres,6584
2023-10-06,2023,Tocineta,10,Sucursal Sur,Medellín,8,Guillermo Cruz-Ferrer,5710
2022-07-29,2022,Jamón,7,Almacén Central,Bogotá,4,Alejandro Lorenzo,6006
2023-05-28,2023,Butifarra,5,Almacén Central,Barranquilla,7,Manuel Pardo-Álvarez,5856
2025-06-27,2025,Longaniza,6,Sucursal Sur,Bogotá,1,Uriel Gil,4983
2023-10-31,2023,Morcilla,10,Sucursal Oeste,Barranquilla,9,Pedro Contreras-Méndez,1022
2025-11-15,2025,Butifarra,11,Sucursal Oeste,Bogotá,6,Fabián Muñoz-Zamora,8777
2025-11-21,2025,Butifarra,11,Sucursal Este,Cúcuta,5,Sara Vázquez,9178
2022-02-28,2022,Morcilla,2,Sucursal Sur,Bogotá,8,Luciana Moreno,3365
2024-06-05,2024,Salchichón,6,Sucursal Sur,Cartagena,8,Eloy Domínguez,2705
2020-05-03,2020,Butifarra,5,Sucursal Sur,Cartagena,4,Verónica Montes-Paredes,9497
2022-08-27,2022,Tocineta,8,Sucursal Este,Pereira,4,Darío Aguilar,7250
2023-03-17,2023,Chorizo,3,Almacén Central,Bogotá,3,Tania Fernández-Ibañez,5980
2021-06-02,2021,Salchichón,6,Sucursal Este,Cúcuta,3,Lázaro Blanco,10677
2020-02-15,2020,Longaniza,2,Sucursal Norte,Cali,1,Arturo Torres-Blanco,3396
2021-10-09,2021,Chorizo,10,Sucursal Oeste,Pereira,1,Elisa Muñoz,3961
2025-05-03,2025,Morcilla,5,Sucursal Sur,Cali,8,Daniel Gómez,3248
2024-05-13,2024,Morcilla,5,Sucursal Oeste,Bucaramanga,6,Roberto Sánchez,1117
2024-01-06,2024,Salchichón,1,Sucursal Norte,Bogotá,5,Angélica Gallego,6892
2023-04-17,2023,Tocineta,4,Sucursal Sur,Pereira,8,Romina Gutiérrez-Romero,6310
2022-12-26,2022,Butifarra,12,Sucursal Sur,Cúcuta,5,Roberto Gutiérrez,8196
2025-06-18,2025,Chorizo,6,Sucursal Este,Bucaramanga,8,Darío Guerrero,1329
2025-10-21,2025,Butifarra,10,Sucursal Norte,Bucaramanga,10,Patricia García-Suárez,9016
2020-03-02,2020,Salchichón,3,Sucursal Sur,Medellín,5,Paco Vidal,1427
2022-12-06,2022,Jamón,12,Sucursal Este,Medellín,10,Samuel Vega,2860
2022-05-18,2022,Morcilla,5,Sucursal Sur,Cartagena,4,Agustina Crespo,1763
2021-05-27,2021,Longaniza,5,Sucursal Este,Cartagena,6,Ana Pérez-Castillo,9621
2024-12-23,2024,Salchichón,12,Sucursal Norte,Cartagena,9,Sebastián Ramírez,3073
2023-05-08,2023,Chorizo,5,Almacén Central,Cali,3,Victor Morales,4957
2024-07-11,2024,Salchichón,7,Sucursal Este,Cartagena,3,Vanesa Peralta,7976
2025-11-14,2025,Jamón,11,Sucursal Este,Cartagena,5,Consuelo Díaz-Marín,8559
2021-03-13,2021,Tocineta,3,Sucursal Sur,Cúcuta,4,Teodoro Gutiérrez-Aguilar,9698
2025-10-31,2025,Tocineta,10,Sucursal Sur,Barranquilla,10,Alejandro Montes,9581
2025-11-18,2025,Longaniza,11,Almacén Central,Bucaramanga,6,Alba Castillo,8767
2021-03-07,2021,Jamón,3,Sucursal Este,Cali,2,Felipe Crespo,7759
2021-11-04,2021,Tocineta,11,Sucursal Sur,Barranquilla,3,Alicia Gómez,3710
2024-10-26,2024,Longaniza,10,Sucursal Sur,Cali,2,Adrián Mendoza,5633
2023-03-11,2023,Longaniza,3,Sucursal Sur,Cartagena,1,Gabriela Navarro-Santos,9186
2023-05-31,2023,Longaniza,5,Almacén Central,Bogotá,2,Verónica Vidal,8682
2021-11-26,2021,Longaniza,11,Sucursal Norte,Bucaramanga,5,Arturo Montes,8510
2023-10-12,2023,Chorizo,10,Almacén Central,Barranquilla,7,Zoe Guerrero-Núñez,10640
2023-09-01,2023,Chorizo,9,Sucursal Oeste,Bogotá,1,Rocío Sierra,6449
2021-10-19,2021,Butifarra,10,Sucursal Oeste,Bogotá,5,Arturo Carrasco,6492
2023-07-22,2023,Salchichón,7,Sucursal Sur,Cali,7,Nuria Romero-Villanueva,6719
2020-05-19,2020,Salchichón,5,Sucursal Norte,Cartagena,9,Claudia Peña,8103
2020-09-09,2020,Longaniza,9,Sucursal Sur,Medellín,4,Jorge Crespo-Hernández,6968
2023-02-16,2023,Salchichón,2,Sucursal Norte,Cali,10,Roberto Sánchez,1117
2021-07-12,2021,Jamón,7,Sucursal Sur,Bogotá,10,Olivia Torres-Morales,6545
2023-07-25,2023,Chorizo,7,Sucursal Este,Cúcuta,7,Sandra Álvarez,7456
2024-04-08,2024,Jamón,4,Sucursal Este,Bucaramanga,9,Willy Martínez,1511
2023-04-17,2023,Tocineta,4,Sucursal Oeste,Medellín,8,Diego Lozano,10532
2020-02-12,2020,Longaniza,2,Sucursal Norte,Bogotá,2,Quique Blanco,9308
2021-11-06,2021,Salchichón,11,Sucursal Oeste,Pereira,1,Kevin Santiago,9103
2023-05-05,2023,Jamón,5,Sucursal Este,Bucaramanga,6,Ricardo Ramos-Ortega,2812
2020-07-23,2020,Salchichón,7,Sucursal Este,Cúcuta,3,Lázaro Ramos-Cruz,4314
2023-07-20,2023,Salchichón,7,Sucursal Este,Pereira,3,Ximena Rubio,2703
2022-10-20,2022,Longaniza,10,Sucursal Norte,Medellín,2,Agustina Martínez-Sanz,1394
2025-01-10,2025,Jamón,1,Sucursal Sur,Medellín,6,Guillermo Carrasco,2774
2025-02-20,2025,Tocineta,2,Sucursal Este,Cartagena,4,Armando Alonso,10224
2023-06-13,2023,Jamón,6,Sucursal Sur,Pereira,8,Sergio Benítez,3936
2023-12-19,2023,Tocineta,12,Sucursal Norte,Cúcuta,2,Mario López-Cruz,5466
2020-07-04,2020,Salchichón,7,Sucursal Oeste,Cali,2,Brenda Caballero,5874
2022-04-01,2022,Tocineta,4,Sucursal Norte,Bucaramanga,1,Miguel Sánchez,6169
