fecha,año,producto,mes,almacén,ciudad,cantidad,cliente,id_cliente
2022-08-07,2022,Morcilla,8,Almacén Central,Cartagena,3,Agustina Vidal,2611
2022-02-07,2022,Jamón,2,Sucursal Norte,Bucaramanga,2,Paulina Prieto,5289
2025-04-26,2025,Jamón,4,Sucursal Oeste,Bogotá,4,Leonardo Ferrer-Ferrer,1878
2022-09-16,2022,Salchichón,9,Sucursal Sur,Medellín,1,Gustavo Morales-Sierra,10998
2025-06-27,2025,Chorizo,6,Sucursal Sur,Pereira,10,Guillermo Flores,1914
2020-04-06,2020,Longaniza,4,Almacén Central,Pereira,6,Patricia Lorenzo,3347
2025-09-26,2025,Salchichón,9,Sucursal Sur,Cúcuta,9,Nico Sanz-Sanz,9810
2023-05-26,2023,Morcilla,5,Almacén Central,Cartagena,9,Gloria Fernández,6291
2021-06-10,2021,Salchichón,6,Sucursal Sur,Medellín,2,Isabel Guerrero,9739
2021-08-21,2021,Salchichón,8,Sucursal Sur,Pereira,3,Karla Hernández,4757
2021-08-17,2021,Butifarra,8,Sucursal Oeste,Bucaramanga,3,Samuel Navarro,8348
2022-03-12,2022,Tocineta,3,Sucursal Norte,Cúcuta,6,Liliana Jiménez,1560
2024-10-02,2024,Salchichón,10,Sucursal Norte,Bogotá,9,Lourdes Fuentes,4028
2023-03-20,2023,Longaniza,3,Sucursal Este,Cartagena,3,Angélica Flores,5511
2022-01-20,2022,Chorizo,1,Sucursal Oeste,Cartagena,8,Adrián Esteban,5091
2022-09-07,2022,Longaniza,9,Almacén Central,Cartagena,1,Alicia Martínez-Díaz,9029
2020-11-27,2020,Butifarra,11,Almacén Central,Cúcuta,3,Irene Ortiz-Ortiz,9971
2021-05-18,2021,Morcilla,5,Sucursal Norte,Cartagena,9,Camila Vega,4828
2023-08-08,2023,Morcilla,8,Sucursal Este,Barranquilla,4,Agustina Núñez,10465
2022-12-02,2022,Longaniza,12,Sucursal Oeste,Medellín,1,Rina Solís-Crespo,4625
2025-11-09,2025,Longaniza,11,Sucursal Sur,Barranquilla,4,Antonio Contreras,10440
2025-09-07,2025,Longaniza,9,Sucursal Este,Pereira,7,Gustavo Domínguez,8464
2021-06-11,2021,Longaniza,6,Almacén Central,Bucaramanga,4,Óscar Esteban,6709
2023-05-30,2023,Chorizo,5,Almacén Central,Cali,9,Renata Villanueva-Rojas,10986
2024-04-19,2024,Jamón,4,Sucursal Sur,Cali,10,Ximena Contreras-Sierra,7651
2022-03-31,2022,Jamón,3,Almacén Central,Pereira,10,Tania Cano,2221
2025-10-01,2025,Butifarra,10,Sucursal Sur,Barranquilla,2,Manuel Lara,3289
2025-05-19,2025,Chorizo,5,Sucursal Este,Barranquilla,2,Ricardo Moreno-Peralta,9941
2022-01-08,2022,Tocineta,1,Sucursal Este,Barranquilla,4,Damián Martín,5660
2022-11-04,2022,Jamón,11,Sucursal Este,Cartagena,9,Carmen Cardona,1052
2022-10-17,2022,Morcilla,10,Almacén Central,Cúcuta,7,Catalina Romero-Ortega,7489
2021-07-31,2021,Salchichón,7,Sucursal Sur,Cúcuta,7,Gerardo Moreno-Fernández,4830
2023-07-03,2023,Jamón,7,Sucursal Oeste,Pereira,3,Romina Rojas-Miranda,5058
2024-05-04,2024,Jamón,5,Almacén Central,Bogotá,8,Gema Escobar,10603
2021-02-02,2021,Tocineta,2,Sucursal Oeste,Pereira,3,Nadia Ferrer,7072
2023-04-01,2023,Jamón,4,Sucursal Sur,Cúcuta,3,Sergio Navarro-Gallego,7603
2025-10-04,2025,Tocineta,10,Sucursal Norte,Bucaramanga,6,Claudia Ibañez,3270
2025-01-22,2025,Chorizo,1,Almacén Central,Cartagena,9,Rafael Lorenzo,7477
2021-05-08,2021,Longaniza,5,Almacén Central,Pereira,10,Gema Guerrero-Guillén,3943
2025-03-13,2025,Chorizo,3,Sucursal Oeste,Barranquilla,6,Cira Molina,6342
2023-11-20,2023,Chorizo,11,Sucursal Oeste,Bogotá,8,Gabriel Reyes,7200
2021-04-21,2021,Tocineta,4,Sucursal Norte,Bogotá,7,Armando Lorenzo,3462
2021-05-18,2021,Longaniza,5,Sucursal Sur,Cúcuta,4,Jonatan Hernández,10231
2021-09-16,2021,Longaniza,9,Sucursal Este,Bucaramanga,1,Lucía Villanueva-Vázquez,5744
2025-07-09,2025,Butifarra,7,Sucursal Oeste,Medellín,3,Elena Miranda,5272
2021-08-10,2021,Morcilla,8,Sucursal Norte,Pereira,8,Bruno Muñoz,3879
2021-12-19,2021,Salchichón,12,Sucursal Norte,Pereira,9,Paula Bravo-Gutiérrez,1654
2021-06-26,2021,Salchichón,6,Almacén Central,Bucaramanga,1,Pedro Castillo,2976
2025-01-15,2025,Salchichón,1,Sucursal Norte,Pereira,1,Rafael Romero-Guerrero,10602
2020-05-21,2020,Chorizo,5,Sucursal Este,Cali,4,Camila Muñoz-Sánchez,9014
2025-12-11,2025,Jamón,12,Sucursal Este,Cali,7,Andrés Álvarez,3978
2020-02-15,2020,Butifarra,2,Sucursal Sur,Bucaramanga,9,Antonio Pardo,10887
2025-10-06,2025,Morcilla,10,Almacén Central,Cúcuta,9,Teodoro Ruiz,4428
2020-02-14,2020,Tocineta,2,Almacén Central,Medellín,10,Martina Guerrero,1478
2022-05-28,2022,Jamón,5,Sucursal Oeste,Medellín,2,Olivia Peña,10595
2021-08-02,2021,Chorizo,8,Sucursal Sur,Cúcuta,6,Raúl Castillo,10539
2021-08-30,2021,Jamón,8,Sucursal Este,Cúcuta,5,Mónica Cardona-Aguilar,3845
2023-02-12,2023,Butifarra,2,Sucursal Este,Barranquilla,3,Iván Marín-Vázquez,10272
2022-08-17,2022,Morcilla,8,Sucursal Sur,Cúcuta,4,Pablo Castillo,10435
2023-05-11,2023,Morcilla,5,Sucursal Oeste,Bucaramanga,4,Josefina Sanz,8313
2022-11-04,2022,Jamón,11,Sucursal Este,Bucaramanga,5,Fernanda Bravo,9227
2024-05-30,2024,Jamón,5,Sucursal Este,Bogotá,4,Olivia Reyes,1981
2023-05-21,2023,Jamón,5,Sucursal Sur,Cúcuta,5,Joaquín Vargas,3441
2020-12-02,2020,Butifarra,12,Almacén Central,Bogotá,7,Lorena Muñoz-Aguilar,3409
2021-11-04,2021,Tocineta,11,Sucursal Este,Bogotá,7,Isabel Vázquez,9179
2021-01-17,2021,Tocineta,1,Almacén Central,Cali,1,Rebeca Solís,7264
2020-01-18,2020,Chorizo,1,Sucursal Sur,Pereira,10,Javier Martínez,9082
2024-10-23,2024,Longaniza,10,Sucursal Norte,Bogotá,4,Teresa Hidalgo,2839
2023-04-20,2023,Salchichón,4,Sucursal Oeste,Cúcuta,4,Victor Caballero,8076
2024-02-01,2024,Butifarra,2,Sucursal Norte,Cartagena,4,Elena Ruiz-Ruiz,6196
2023-02-26,2023,Tocineta,2,Sucursal Oeste,Cúcuta,1,Sofía Mendoza,3502
2024-05-28,2024,Jamón,5,Almacén Central,Medellín,7,Vicente Ferrer-Lozano,5038
2020-07-15,2020,Morcilla,7,Sucursal Sur,Medellín,1,Miguel Ibañez,7726
2024-08-03,2024,Longaniza,8,Sucursal Este,Barranquilla,8,Paco Pérez,3787
2025-05-13,2025,Tocineta,5,Sucursal Oeste,Pereira,2,Kike Ibañez-Rubio,10023
2022-09-26,2022,Longaniza,9,Sucursal Norte,Barranquilla,6,Marina Marín,2691
2022-10-08,2022,Salchichón,10,Sucursal Oeste,Cúcuta,1,Salomé Solís,1385
2023-06-22,2023,Butifarra,6,Sucursal Sur,Medellín,8,Felipe Diez-Morales,9914
2025-01-04,2025,Jamón,1,Sucursal Este,Cali,5,Quique Vega,5624
2024-09-17,2024,Jamón,9,Sucursal Oeste,Cartagena,4,Javier Mendoza,7022
2022-04-02,2022,Tocineta,4,Sucursal Este,Cartagena,7,Damián Jiménez,1577
2020-10-29,2020,Longaniza,10,Sucursal Este,Pereira,2,Germán Gutiérrez,3250
2020-08-31,2020,Chorizo,8,Sucursal Este,Barranquilla,8,Sofía Muñoz,2302
2024-03-18,2024,Jamón,3,Sucursal Sur,Pereira,7,Marco Ortega-Zamora,4253
2020-03-23,2020,Chorizo,3,Almacén Central,Bucaramanga,5,Jonatan Navarro,9253
2021-08-27,2021,Tocineta,8,Sucursal Sur,Pereira,8,Manuel Benítez,3883
2021-11-24,2021,Salchichón,11,Sucursal Sur,Cali,4,Inés Álvarez-Vega,1201
2023-08-27,2023,Tocineta,8,Sucursal Este,Barranquilla,1,Isabella Sánchez,2379
2023-01-06,2023,Butifarra,1,Sucursal Sur,Cali,3,Rosa Sánchez,3698
2021-08-18,2021,Chorizo,8,Sucursal Oeste,Bogotá,6,Carmen Peña,6379
2023-03-12,2023,Tocineta,3,Almacén Central,Bucaramanga,2,Cira Solís,3402
2020-10-10,2020,Salchichón,10,Sucursal Este,Cartagena,6,Nadia Muñoz,5020
2023-05-18,2023,Morcilla,5,Sucursal Norte,Medellín,2,Paco Castillo-Bravo,5569
2025-08-29,2025,Morcilla,8,Almacén Central,Bucaramanga,7,Diego Molina,2995
2020-09-06,2020,Salchichón,9,Sucursal Norte,Pereira,7,Miguel Cruz,6580
2020-11-07,2020,Longaniza,11,Almacén Central,Bogotá,6,José Lara,2531
2025-04-07,2025,Chorizo,4,Sucursal Oeste,Barranquilla,6,Lourdes Ferrer,5656
2020-08-29,2020,Butifarra,8,Sucursal Este,Cúcuta,3,Silvia León,5074
2023-04-10,2023,Chorizo,4,Sucursal Norte,Medellín,8,Renata Reyes,5943
2021-07-26,2021,Salchichón,7,Sucursal Este,Bucaramanga,10,Felipe Hernández-Guillén,3296
2022-01-12,2022,Chorizo,1,Sucursal Sur,Cali,9,Victor Delgado,10460
2025-02-18,2025,Jamón,2,Sucursal Este,Cali,10,Fabián Santos,7855
2025-02-07,2025,Tocineta,2,Sucursal Norte,Bucaramanga,8,Leo Bravo-Zamora,7707
2023-02-21,2023,Longaniza,2,Sucursal Sur,Medellín,4,Jesús Montes,9287
2023-03-23,2023,Butifarra,3,Almacén Central,Cartagena,7,Antonio Ortega-Vázquez,5672
2020-05-04,2020,Jamón,5,Sucursal Oeste,Pereira,6,Jana Villanueva,3801
2024-02-25,2024,Jamón,2,Sucursal Norte,Bogotá,4,Emilio Pérez,4476
2020-10-10,2020,Salchichón,10,Sucursal Este,Cúcuta,4,Zacarías Núñez,4192
2020-05-11,2020,Tocineta,5,Almacén Central,Cali,4,Vanesa García-Castillo,10336
2024-12-11,2024,Chorizo,12,Sucursal Norte,Cúcuta,4,Adán Peña,10132
2023-01-11,2023,Tocineta,1,Sucursal Sur,Bogotá,2,Paloma Santos,9343
2025-09-24,2025,Morcilla,9,Sucursal Este,Cali,3,Rubén Crespo-Lorenzo,3087
2020-05-06,2020,Jamón,5,Sucursal Oeste,Bucaramanga,7,Mauricio Sierra-Lorenzo,2965
2022-03-26,2022,Butifarra,3,Sucursal Sur,Cali,7,Lucía Díaz,7228
2022-01-18,2022,Salchichón,1,Sucursal Oeste,Medellín,5,Sara Campos,2149
2023-04-29,2023,Longaniza,4,Sucursal Oeste,Bogotá,1,Rubén Pascual-Cortés,4502
2025-08-18,2025,Morcilla,8,Almacén Central,Cali,7,Samuel Guerrero,2493
2022-04-25,2022,Morcilla,4,Sucursal Norte,Pereira,6,Quique Ibañez,7345
2023-08-17,2023,Chorizo,8,Almacén Central,Medellín,2,Úrsula Hidalgo-Lozano,8623
2025-06-12,2025,Longaniza,6,Sucursal Oeste,Medellín,7,Mauricio Santiago,3602
2025-12-12,2025,Salchichón,12,Sucursal Este,Cali,10,Leo Peña,6448
2023-06-16,2023,Salchichón,6,Sucursal Norte,Cali,8,Jimena Bravo,6887
2020-08-23,2020,Salchichón,8,Sucursal Sur,Medellín,8,Benjamín Pastor,3425
2023-11-27,2023,Tocineta,11,Sucursal Este,Pereira,8,Teresa Benítez,1772
2020-09-05,2020,Longaniza,9,Sucursal Norte,Cali,9,Victoria Benítez,9377
2022-06-22,2022,Longaniza,6,Sucursal Sur,Cali,6,Catalina Miranda,6885
2021-06-01,2021,Salchichón,6,Sucursal Este,Medellín,3,Jana Cortes-Ferrer,4377
2023-08-16,2023,Longaniza,8,Sucursal Este,Cartagena,4,Boris Domínguez,3161
2025-08-03,2025,Chorizo,8,Sucursal Norte,Cartagena,1,Montserrat Herrera,5213
2020-01-06,2020,Butifarra,1,Sucursal Este,Bogotá,7,Nico Solís,5266
2020-10-14,2020,Jamón,10,Almacén Central,Bogotá,10,Montserrat Herrera,5213
2020-05-28,2020,Butifarra,5,Sucursal Oeste,Bucaramanga,5,Raúl Pérez-Gallego,5718
2025-05-23,2025,Morcilla,5,Sucursal Este,Cúcuta,1,Salomé Aguilar,3725
2020-04-29,2020,Salchichón,4,Sucursal Norte,Bogotá,8,Daniel Navarro,8565
2022-01-27,2022,Chorizo,1,Sucursal Sur,Cartagena,4,Agustina Ferrer,10118
2022-04-01,2022,Salchichón,4,Sucursal Este,Medellín,2,Paula Vázquez,10694
2024-01-25,2024,Salchichón,1,Almacén Central,Pereira,2,Sebastián Vega,4573
2022-10-29,2022,Chorizo,10,Almacén Central,Pereira,10,Natalia Bravo-Mendoza,10634
2022-02-09,2022,Longaniza,2,Sucursal Sur,Medellín,6,Fernando Pérez-Jiménez,1094
2021-07-03,2021,Tocineta,7,Sucursal Este,Pereira,6,Regina Soto,9660
2022-09-03,2022,Butifarra,9,Sucursal Este,Cali,1,Luis Calvo-Flores,6338
2025-09-18,2025,Longaniza,9,Sucursal Sur,Bogotá,10,Josefina Ibañez,9731
2022-11-28,2022,Butifarra,11,Sucursal Norte,Cartagena,2,Ramón Moreno-León,3973
2024-06-28,2024,Longaniza,6,Sucursal Norte,Cúcuta,2,Irene Castro-Miranda,1601
2025-11-05,2025,Salchichón,11,Sucursal Oeste,Pereira,1,Alejandra Guerrero,9180
2023-04-19,2023,Longaniza,4,Sucursal Sur,Bogotá,6,Fabián Herrera,9805
2025-04-25,2025,Salchichón,4,Sucursal Oeste,Cúcuta,1,Camilo León,5116
2023-10-09,2023,Longaniza,10,Almacén Central,Cúcuta,2,Rodrigo Cano,7840
2022-12-23,2022,Chorizo,12,Sucursal Norte,Cúcuta,2,Andrea Delgado,7625
2022-07-19,2022,Morcilla,7,Sucursal Este,Bogotá,5,Javier Pérez-Delgado,5176
2025-07-29,2025,Butifarra,7,Almacén Central,Cartagena,10,Uriel Aguilar,5478
2024-12-17,2024,Chorizo,12,Sucursal Norte,Barranquilla,2,Consuelo Soto,9496
2025-03-31,2025,Salchichón,3,Sucursal Norte,Cúcuta,5,Alicia Martínez-Paredes,2456
2021-01-19,2021,Jamón,1,Sucursal Oeste,Medellín,9,Martina Suárez-Benítez,6594
2021-08-25,2021,Tocineta,8,Sucursal Este,Cúcuta,3,Paula Soto,4276
2025-02-13,2025,Jamón,2,Sucursal Sur,Bogotá,6,Alfredo Prieto,3058
2020-07-31,2020,Tocineta,7,Sucursal Este,Bucaramanga,5,Ernesto Cortes,2632
2021-04-25,2021,Tocineta,4,Sucursal Norte,Cúcuta,10,Lorena Serrano,3082
2022-08-12,2022,Salchichón,8,Sucursal Oeste,Cartagena,5,Cristian Domínguez,3140
2021-06-09,2021,Longaniza,6,Almacén Central,Medellín,4,Guillermo Herrera,7646
2025-10-20,2025,Longaniza,10,Sucursal Oeste,Cali,6,Jonatan Serrano-Pardo,2585
2022-08-23,2022,Jamón,8,Sucursal Sur,Cúcuta,8,Marcela Méndez-Campos,1245
2021-10-07,2021,Butifarra,10,Almacén Central,Cali,4,Andrea Cruz,9464
2024-07-09,2024,Morcilla,7,Sucursal Sur,Pereira,9,Cira Rojas-Ortega,3238
2022-07-31,2022,Tocineta,7,Sucursal Sur,Pereira,6,Fabián Herrera,9805
2021-05-09,2021,Longaniza,5,Almacén Central,Bogotá,2,Irene Contreras,2678
2024-01-12,2024,Jamón,1,Sucursal Norte,Bogotá,4,Regina Ortega,4094
2025-06-27,2025,Butifarra,6,Sucursal Este,Bogotá,4,Yolanda Zamora,4024
2025-06-20,2025,Salchichón,6,Sucursal Sur,Bucaramanga,3,Felipe Salazar,7101
2021-09-22,2021,Jamón,9,Sucursal Oeste,Bogotá,2,Iván Cortés,8336
2024-12-23,2024,Tocineta,12,Sucursal Este,Cúcuta,10,Paula Flores,8073
2023-02-25,2023,Chorizo,2,Sucursal Sur,Pereira,1,Miguel Cruz,6580
2023-04-03,2023,Salchichón,4,Almacén Central,Barranquilla,9,Lucas Cruz,7230
2022-07-20,2022,Butifarra,7,Sucursal Sur,Cartagena,5,Jonatan Pardo,10861
2021-10-14,2021,Longaniza,10,Sucursal Este,Cali,5,Gisela Ramos-Hidalgo,8586
2024-03-08,2024,Chorizo,3,Sucursal Este,Medellín,7,Eduardo Benítez,10454
2021-09-05,2021,Longaniza,9,Sucursal Este,Barranquilla,6,Armando Núñez,8561
2022-06-18,2022,Chorizo,6,Sucursal Sur,Bogotá,8,Emilia Gutiérrez,6978
2021-09-15,2021,Chorizo,9,Sucursal Sur,Cúcuta,8,Daniel Díaz-Díaz,10201
2020-07-15,2020,Jamón,7,Sucursal Norte,Cali,6,Marcos Diez,4477
2024-12-23,2024,Jamón,12,Sucursal Este,Cali,5,Mauricio Núñez,7670
2023-01-13,2023,Salchichón,1,Sucursal Oeste,Pereira,6,Paula Benítez-Herrera,4469
2024-02-07,2024,Butifarra,2,Almacén Central,Cali,6,Sofía Salazar,3439
2023-03-10,2023,Longaniza,3,Sucursal Oeste,Bucaramanga,7,Regina Paredes,1703
2024-04-09,2024,Chorizo,4,Sucursal Oeste,Cali,2,Bruno Ferrer-Torres,1379
2023-09-03,2023,Salchichón,9,Sucursal Oeste,Bogotá,8,Felipe Contreras,2776
2025-08-21,2025,Tocineta,8,Sucursal Este,Cúcuta,9,Alfredo Montes,1491
2024-01-08,2024,Morcilla,1,Sucursal Norte,Cali,3,Mateo León,10691
2022-11-05,2022,Chorizo,11,Almacén Central,Bucaramanga,9,Rebeca Hidalgo-Gómez,6471
2022-07-04,2022,Longaniza,7,Sucursal Sur,Cali,5,Jesús Solís-Iglesias,4839
2020-05-25,2020,Longaniza,5,Sucursal Norte,Medellín,9,Ximena García,1764
2025-04-25,2025,Salchichón,4,Sucursal Oeste,Cali,3,Emilio Martínez,5315
2020-02-06,2020,Tocineta,2,Sucursal Sur,Cali,3,Teodoro Solís,4075
2023-04-04,2023,Longaniza,4,Sucursal Oeste,Cali,4,Marcela Castillo,8826
2023-10-17,2023,Morcilla,10,Sucursal Este,Medellín,1,Leonardo Campos-Ruiz,1832
2023-04-22,2023,Tocineta,4,Sucursal Norte,Pereira,6,Paloma Rojas-Rojas,5807
2024-05-03,2024,Chorizo,5,Sucursal Norte,Medellín,5,Zacarías Bravo-Pastor,10556
2021-06-05,2021,Salchichón,6,Almacén Central,Cúcuta,4,Fabián Gallego,3156
2025-04-05,2025,Butifarra,4,Almacén Central,Pereira,4,Damián Estrada,2562
2023-02-08,2023,Chorizo,2,Sucursal Norte,Cúcuta,8,Samuel Medina,5925
2022-09-10,2022,Morcilla,9,Sucursal Este,Medellín,3,Camila Carrasco,4914
2023-08-07,2023,Tocineta,8,Sucursal Norte,Barranquilla,1,Nuria Flores,3171
2020-11-06,2020,Tocineta,11,Sucursal Sur,Bogotá,1,Lucas Pastor,1067
2025-03-29,2025,Chorizo,3,Sucursal Sur,Medellín,10,Miguel Martín-Sanz,2367
2022-09-11,2022,Longaniza,9,Sucursal Norte,Cali,10,Alfonso Acosta,5335
2025-12-02,2025,Morcilla,12,Sucursal Sur,Medellín,7,Raúl González,2372
2024-09-28,2024,Chorizo,9,Sucursal Sur,Barranquilla,4,Guillermo Pérez-Sanz,8725
2020-12-10,2020,Tocineta,12,Sucursal Norte,Cali,3,Eugenia Moreno,1395
2022-02-10,2022,Longaniza,2,Sucursal Sur,Cúcuta,6,Darío Méndez,4090
2020-11-22,2020,Chorizo,11,Sucursal Sur,Bucaramanga,3,Uriel Gutiérrez,10722
2020-06-22,2020,Jamón,6,Almacén Central,Medellín,5,Rebeca Pardo,10425
2023-12-19,2023,Salchichón,12,Sucursal Oeste,Cartagena,8,Sara Vega,10271
2020-08-18,2020,Salchichón,8,Sucursal Norte,Bucaramanga,9,Daniel Ferrer-Benítez,9555
2022-12-14,2022,Tocineta,12,Almacén Central,Bucaramanga,4,Rodrigo Serrano,1734
2022-08-26,2022,Jamón,8,Almacén Central,Pereira,9,Carmen Pardo,1687
2020-06-13,2020,Salchichón,6,Sucursal Oeste,Cúcuta,6,Valeria Domínguez,10320
